Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
320,251.792626,-1.948028,251.792634,-1.948009,424,114,423.862,114.354,1,+77914.8,1.0000,+628.024,D.N.,-12.2290,+0.0088,0,B,52.158710,20.381313,83.614207,15.638844,122.645694,0.000000,89.813924,56.715148,5,5,5,0,8,15,79.04,0,507,3.42,/Users/spicyboiii/Desktop/M12_V.fits
321,251.792404,-1.947696,251.792632,-1.948009,428,120,423.900,114.357,1,+77914.8,1.0000,+628.024,D.N.,-12.2290,+0.0088,0,B,52.158710,20.381313,83.614207,15.347036,122.645694,0.000000,89.813924,56.715148,5,5,5,0,8,15,79.04,0,507,3.44,/Users/spicyboiii/Desktop/M12_V.fits
322,251.777597,-1.948084,251.777568,-1.948097,695,113,695.530,112.774,1,+2272.75,1.0000,+142.644,D.N.,-8.3914,+0.0681,0,B,17.429985,13.257752,29.557763,12.464185,49.012880,0.000000,39.136019,13.550730,5,5,5,0,8,15,79.04,0,506,3.39,/Users/spicyboiii/Desktop/M12_V.fits
323,251.763234,-1.948084,251.763214,-1.948068,954,113,954.352,113.296,1,+3248.95,1.0000,+59.4940,D.N.,-8.7794,+0.0199,0,B,9.960364,9.777512,10.334225,9.695807,10.672883,0.000000,2.669902,1.717490,5,5,5,0,8,15,79.04,0,504,3.25,/Users/spicyboiii/Desktop/M12_V.fits
324,251.807489,-1.947973,251.807513,-1.947946,156,115,155.566,115.473,1,+84387.1,1.0000,+570.477,D.N.,-12.3157,+0.0073,0,B,66.549751,51.237831,87.957337,31.677727,109.225789,0.000000,64.824517,49.408452,5,5,5,0,8,15,79.04,0,498,3.59,/Users/spicyboiii/Desktop/M12_V.fits
325,251.807045,-1.947806,251.807515,-1.947946,164,118,155.526,115.474,1,+84387.1,1.0000,+570.477,D.N.,-12.3157,+0.0073,0,B,66.549751,51.237831,87.957337,30.993532,109.225789,0.000000,64.824517,49.408452,5,5,5,0,8,15,79.04,0,498,4.89,/Users/spicyboiii/Desktop/M12_V.fits
326,251.806823,-1.947751,251.807510,-1.947945,168,119,155.617,115.489,1,+84408.0,1.0000,+570.495,D.N.,-12.3160,+0.0073,0,B,66.549751,51.237831,87.957337,30.727583,109.225789,0.000000,64.824517,49.408452,5,5,5,0,8,15,79.04,0,498,4.21,/Users/spicyboiii/Desktop/M12_V.fits
327,251.791961,-1.948084,251.791931,-1.948075,436,113,436.534,113.154,1,+6375.20,1.0000,+1079.13,D.N.,-9.5112,+0.1838,0,B,23.520959,17.462977,148.626814,15.212303,341.472920,0.000000,307.738901,108.342414,5,5,5,0,8,15,79.04,0,500,11.26,/Users/spicyboiii/Desktop/M12_V.fits
328,251.772052,-1.947641,251.772089,-1.947637,795,121,794.324,121.067,1,+2208.91,1.0000,+130.662,D.N.,-8.3604,+0.0642,0,B,16.263542,14.248845,29.224664,10.955066,48.784734,0.000000,39.101342,12.278660,5,5,5,0,8,15,79.04,0,502,3.39,/Users/spicyboiii/Desktop/M12_V.fits
329,251.771331,-1.947973,251.771306,-1.947961,808,115,808.436,115.220,1,+1646.53,1.0000,+78.9589,D.N.,-8.0414,+0.0521,0,B,12.345736,11.647840,18.421189,10.751658,26.233924,0.000000,18.696702,6.829780,5,5,5,0,8,15,79.04,0,508,3.51,/Users/spicyboiii/Desktop/M12_V.fits
330,251.752808,-1.947862,251.752816,-1.947862,1142,117,1141.851,117.001,1,+5461.09,1.0000,+76.0383,D.N.,-9.3432,+0.0151,0,B,9.617156,9.172517,9.704383,9.124352,9.871744,0.000000,1.811823,1.807191,5,5,5,0,8,15,79.04,0,512,3.16,/Users/spicyboiii/Desktop/M12_V.fits
331,251.710716,-1.947972,251.710701,-1.947984,1901,115,1901.264,114.799,1,+314.393,1.0000,+24.5229,D.N.,-6.2437,+0.0847,0,B,8.964550,9.195130,9.163062,8.588119,9.412319,0.000000,2.153893,1.706804,5,5,5,0,8,15,79.04,0,504,3.10,/Users/spicyboiii/Desktop/M12_V.fits
332,251.814643,-1.947917,251.814650,-1.947890,27,116,26.871,116.494,1,+13983.1,1.0000,+725.450,D.N.,-10.3640,+0.0563,0,B,70.580788,35.189565,122.478065,33.733356,192.599704,0.000000,148.788594,72.056778,5,5,5,0,8,15,79.04,0,500,5.81,/Users/spicyboiii/Desktop/M12_V.fits
333,251.805770,-1.947973,251.805652,-1.947913,187,115,189.122,116.067,1,+11353.2,1.0000,+960.351,D.N.,-10.1378,+0.0918,0,B,69.862263,32.740113,130.815229,29.954527,199.173297,0.000000,150.342160,96.046565,5,5,5,0,8,15,79.04,0,498,3.99,/Users/spicyboiii/Desktop/M12_V.fits
334,251.805382,-1.947806,251.805653,-1.947912,194,118,189.099,116.090,1,+11115.9,1.0000,+960.227,D.N.,-10.1149,+0.0938,0,B,69.862263,32.740113,130.815229,29.515793,199.173297,0.000000,150.342160,96.046565,5,5,5,0,8,15,79.04,0,498,3.51,/Users/spicyboiii/Desktop/M12_V.fits
335,251.735339,-1.947862,251.735322,-1.947845,1457,117,1457.309,117.311,1,+630.060,1.0000,+29.1423,D.N.,-6.9985,+0.0502,0,B,8.642756,8.340004,8.636666,8.666169,8.771665,0.000000,1.534509,1.493757,5,5,5,0,8,15,79.04,0,511,3.23,/Users/spicyboiii/Desktop/M12_V.fits
336,251.717759,-1.947973,251.717807,-1.947936,1774,115,1773.135,115.671,1,+295.770,1.0000,+22.3013,D.N.,-6.1774,+0.0819,0,B,8.561531,7.342776,8.531100,8.477918,8.657627,0.000000,1.476164,1.433775,5,5,5,0,8,15,79.04,0,516,3.46,/Users/spicyboiii/Desktop/M12_V.fits
337,251.806269,-1.947806,251.806257,-1.947801,178,118,178.220,118.094,1,+25079.9,1.0000,+1000.11,D.N.,-10.9983,+0.0433,0,B,82.618797,35.208689,127.141891,30.310423,168.697624,0.000000,110.987262,99.531541,5,5,5,0,8,15,79.04,0,506,3.27,/Users/spicyboiii/Desktop/M12_V.fits
338,251.802553,-1.947862,251.802587,-1.947825,245,117,244.384,117.671,1,+11504.5,1.0000,+563.911,D.N.,-10.1522,+0.0532,0,B,46.952305,24.411700,78.814971,26.272446,108.494154,0.000000,74.633561,55.811203,5,5,5,0,8,15,79.04,0,507,3.78,/Users/spicyboiii/Desktop/M12_V.fits
339,251.790796,-1.947807,251.790772,-1.947812,457,118,457.430,117.901,1,+3848.26,1.0000,+108.303,D.N.,-8.9632,+0.0306,0,B,17.162878,15.278044,22.723872,14.442507,27.331037,0.000000,15.201190,8.932147,5,5,5,0,8,15,79.04,0,497,3.36,/Users/spicyboiii/Desktop/M12_V.fits
340,251.785195,-1.947751,251.785193,-1.947745,558,119,558.043,119.112,1,+4759.80,1.0000,+81.0594,D.N.,-9.1940,+0.0185,0,B,14.886226,14.057722,17.781013,14.032811,20.040871,0.000000,9.254243,4.289937,5,5,5,0,8,15,79.04,0,507,4.18,/Users/spicyboiii/Desktop/M12_V.fits
341,251.774492,-1.947807,251.774472,-1.947787,751,118,751.351,118.354,1,+1559.59,1.0000,+100.887,D.N.,-7.9825,+0.0702,0,B,13.267064,12.209045,23.341988,11.621442,38.462001,0.000000,30.599651,9.351699,5,5,5,0,8,15,79.04,0,503,3.12,/Users/spicyboiii/Desktop/M12_V.fits
342,251.734341,-1.947751,251.734342,-1.947754,1475,119,1474.967,118.953,1,+364.366,1.0000,+24.4814,D.N.,-6.4038,+0.0729,0,B,8.689952,8.951418,8.626237,8.570451,8.765169,0.000000,1.555939,1.547115,5,5,5,0,8,15,79.04,0,513,3.41,/Users/spicyboiii/Desktop/M12_V.fits
343,251.721530,-1.947640,251.721516,-1.947648,1706,121,1706.242,120.855,1,+972.980,1.0000,+33.8347,D.N.,-7.4703,+0.0378,0,B,8.504492,8.337584,8.566172,8.538122,8.674804,0.000000,1.369890,1.322421,5,5,5,0,8,15,79.04,0,511,3.19,/Users/spicyboiii/Desktop/M12_V.fits
344,251.811482,-1.947584,251.811532,-1.947231,84,122,83.093,128.371,1,+27426.4,1.0000,+472.460,D.N.,-11.0954,+0.0187,0,B,57.420818,35.817652,76.709089,34.610699,92.913490,0.000000,52.480117,44.528619,5,5,5,0,8,15,79.04,0,498,3.49,/Users/spicyboiii/Desktop/M12_V.fits
345,251.811537,-1.947252,251.811529,-1.947231,83,128,83.142,128.375,1,+27524.3,1.0000,+472.564,D.N.,-11.0993,+0.0186,0,B,57.420818,35.817652,76.709089,34.576622,92.913490,0.000000,52.480117,44.528619,5,5,5,0,8,15,79.04,0,498,3.69,/Users/spicyboiii/Desktop/M12_V.fits
346,251.788412,-1.947696,251.788095,-1.947548,500,120,505.716,122.662,1,+4873.10,1.0000,+148.523,D.N.,-9.2195,+0.0331,0,B,15.959700,12.960101,24.557854,13.939573,32.196873,0.000000,20.842521,13.210841,5,5,5,0,8,15,79.04,0,505,3.94,/Users/spicyboiii/Desktop/M12_V.fits
347,251.783864,-1.947696,251.783828,-1.947705,582,120,582.658,119.844,1,+4446.85,1.0000,+94.5632,D.N.,-9.1201,+0.0231,0,B,14.952032,13.255365,17.960638,14.067054,19.696385,0.000000,8.092791,6.753897,5,5,5,0,8,15,79.04,0,503,3.65,/Users/spicyboiii/Desktop/M12_V.fits
348,251.749813,-1.947641,251.749762,-1.947599,1196,121,1196.916,121.749,1,+1581.42,1.0000,+43.6949,D.N.,-7.9976,+0.0300,0,B,9.337307,9.160449,9.713168,9.144566,10.160671,0.000000,2.985195,1.823155,5,5,5,0,8,15,79.04,0,501,3.19,/Users/spicyboiii/Desktop/M12_V.fits
349,251.749591,-1.947419,251.749764,-1.947599,1200,125,1196.883,121.753,1,+1569.01,1.0000,+43.5527,D.N.,-7.9891,+0.0301,0,B,9.337307,9.160449,9.713168,9.135348,10.160671,0.000000,2.985195,1.823155,5,5,5,0,8,15,79.04,0,501,3.34,/Users/spicyboiii/Desktop/M12_V.fits
350,251.728518,-1.947696,251.728519,-1.947654,1580,120,1579.966,120.755,1,+833.255,1.0000,+32.1320,D.N.,-7.3019,+0.0419,0,B,8.573153,9.135852,8.541264,8.361178,8.653256,0.000000,1.389026,1.425062,5,5,5,0,8,15,79.04,0,515,3.40,/Users/spicyboiii/Desktop/M12_V.fits
351,251.809541,-1.947695,251.809627,-1.947676,119,120,117.442,120.343,1,+9315.38,1.0000,+468.050,D.N.,-9.9230,+0.0546,0,B,63.551556,30.314644,82.432273,32.886250,101.397962,0.000000,59.105568,46.098313,5,5,5,0,8,15,79.04,0,499,5.56,/Users/spicyboiii/Desktop/M12_V.fits
352,251.809319,-1.947695,251.809625,-1.947675,123,120,117.489,120.361,1,+9313.34,1.0000,+468.048,D.N.,-9.9228,+0.0546,0,B,63.551556,30.314644,82.432273,32.685001,101.397962,0.000000,59.105568,46.098313,5,5,5,0,8,15,79.04,0,499,4.37,/Users/spicyboiii/Desktop/M12_V.fits
353,251.780148,-1.947363,251.780121,-1.947369,649,126,649.486,125.907,1,+485773,1.0000,+755.167,D.N.,-14.2161,+0.0017,0,B,52.895851,38.782681,63.066753,13.107025,71.393387,0.000000,33.493673,29.288570,5,5,5,0,8,15,79.04,0,504,3.40,/Users/spicyboiii/Desktop/M12_V.fits
354,251.769334,-1.947641,251.769327,-1.947599,844,121,844.136,121.748,1,+2776.91,1.0000,+55.5315,D.N.,-8.6089,+0.0217,0,B,10.234021,10.357900,10.293665,10.252445,10.452357,0.000000,1.816232,1.766927,5,5,5,0,8,15,79.04,0,510,3.42,/Users/spicyboiii/Desktop/M12_V.fits
355,251.725523,-1.947474,251.725484,-1.947491,1634,124,1634.704,123.696,1,+4413.37,1.0000,+68.2551,D.N.,-9.1119,+0.0168,0,B,9.103041,7.343543,9.108687,8.275410,9.242486,0.000000,1.568500,1.580446,5,5,5,0,8,15,79.04,0,511,3.48,/Users/spicyboiii/Desktop/M12_V.fits
356,251.813146,-1.947529,251.813123,-1.947512,54,123,54.412,123.305,1,+77876.9,1.0000,+505.775,D.N.,-12.2285,+0.0071,0,B,56.116394,29.984017,70.207851,35.198246,82.441097,0.000000,43.255846,42.540913,5,5,5,0,8,15,79.04,0,509,3.41,/Users/spicyboiii/Desktop/M12_V.fits
357,251.809763,-1.947640,251.809625,-1.947675,115,121,117.490,120.361,1,+9313.34,1.0000,+468.048,D.N.,-9.9228,+0.0546,0,B,63.551556,30.314644,82.432273,32.972229,101.397962,0.000000,59.105568,46.098313,5,5,5,0,8,15,79.04,0,499,4.13,/Users/spicyboiii/Desktop/M12_V.fits
358,251.788079,-1.947530,251.788096,-1.947548,506,123,505.697,122.667,1,+4952.57,1.0000,+148.790,D.N.,-9.2371,+0.0326,0,B,15.959700,12.960101,24.557854,13.889535,32.196873,0.000000,20.842521,13.210841,5,5,5,0,8,15,79.04,0,505,3.50,/Users/spicyboiii/Desktop/M12_V.fits
359,251.781313,-1.947585,251.781273,-1.947570,628,122,628.721,122.268,1,+3275.81,1.0000,+277.931,D.N.,-8.7883,+0.0921,0,B,25.618341,15.427546,40.165996,13.402398,51.655996,0.000000,32.513762,27.386049,5,5,5,0,8,15,79.04,0,501,3.35,/Users/spicyboiii/Desktop/M12_V.fits
360,251.713322,-1.947585,251.713321,-1.947549,1854,122,1854.019,122.642,1,+519.575,1.0000,+29.1157,D.N.,-6.7891,+0.0608,0,B,8.947352,7.944901,9.340546,8.226497,9.667100,0.000000,2.493872,1.824768,5,5,5,0,8,15,79.04,0,503,3.26,/Users/spicyboiii/Desktop/M12_V.fits
361,251.710938,-1.947529,251.710923,-1.947498,1897,123,1897.268,123.569,1,+521.359,1.0000,+28.4550,D.N.,-6.7928,+0.0593,0,B,8.781824,8.394611,8.938347,8.559102,9.135708,0.000000,1.890543,1.711811,5,5,5,0,8,15,79.04,0,507,3.42,/Users/spicyboiii/Desktop/M12_V.fits
362,251.786970,-1.947474,251.786945,-1.947480,526,124,526.443,123.887,1,+3887.98,1.0000,+74.7956,D.N.,-8.9743,+0.0209,0,B,14.059084,13.852176,17.295541,13.909707,21.017666,0.000000,11.953593,4.164398,5,5,5,0,8,15,79.04,0,507,3.41,/Users/spicyboiii/Desktop/M12_V.fits
363,251.774714,-1.947474,251.774922,-1.947215,747,124,743.244,128.683,1,+2464.33,1.0000,+57.9954,D.N.,-8.4792,+0.0256,0,B,11.739985,11.156207,13.372767,11.698909,14.528661,0.000000,5.684660,3.020545,5,5,5,0,8,15,79.04,0,503,3.04,/Users/spicyboiii/Desktop/M12_V.fits
364,251.764898,-1.947419,251.764847,-1.947349,924,125,924.909,126.266,1,+938.800,1.0000,+45.6775,D.N.,-7.4314,+0.0528,0,B,10.240431,9.771241,12.181929,9.689877,13.642315,0.000000,6.147247,3.411840,5,5,5,0,8,15,79.04,0,502,3.42,/Users/spicyboiii/Desktop/M12_V.fits
365,251.764787,-1.947142,251.764852,-1.947349,926,130,924.817,126.263,1,+935.242,1.0000,+45.6385,D.N.,-7.4273,+0.0530,0,B,10.240431,9.771241,12.181929,9.692026,13.642315,0.000000,6.147247,3.411840,5,5,5,0,8,15,79.04,0,502,3.70,/Users/spicyboiii/Desktop/M12_V.fits
366,251.782478,-1.947363,251.782481,-1.947336,607,126,606.932,126.498,1,+9772.66,1.0000,+120.159,D.N.,-9.9750,+0.0133,0,B,17.176224,14.970460,20.843594,13.734046,23.525012,0.000000,10.918252,6.879166,5,5,5,0,8,15,79.04,0,502,3.43,/Users/spicyboiii/Desktop/M12_V.fits
367,251.777875,-1.947419,251.777887,-1.947096,690,125,689.773,130.834,1,+3384.95,1.0000,+73.0975,D.N.,-8.8239,+0.0234,0,B,14.597072,13.729896,16.734255,12.536762,18.634302,0.000000,8.205791,4.460332,5,5,5,0,8,15,79.04,0,506,3.29,/Users/spicyboiii/Desktop/M12_V.fits
368,251.777875,-1.947086,251.777889,-1.947096,690,131,689.740,130.833,1,+3384.95,1.0000,+73.0975,D.N.,-8.8239,+0.0234,0,B,14.597072,13.729896,16.734255,12.528605,18.634302,0.000000,8.205791,4.460332,5,5,5,0,8,15,79.04,0,506,3.08,/Users/spicyboiii/Desktop/M12_V.fits
369,251.754915,-1.947364,251.754942,-1.947291,1104,126,1103.512,127.316,1,+1214.73,1.0000,+38.3148,D.N.,-7.7112,+0.0342,0,B,9.443675,9.009058,9.542033,8.980753,9.689665,0.000000,1.686674,1.603509,5,5,5,0,8,15,79.04,0,504,3.94,/Users/spicyboiii/Desktop/M12_V.fits
370,251.792294,-1.947142,251.792311,-1.947146,430,130,429.691,129.911,1,+48035.3,1.0000,+499.076,D.N.,-11.7039,+0.0113,0,B,34.378536,26.897233,90.347090,15.044429,184.744750,0.000000,161.306721,45.157571,5,5,5,0,8,15,79.04,0,502,3.21,/Users/spicyboiii/Desktop/M12_V.fits
371,251.795233,-1.947308,251.795172,-1.947114,377,127,378.088,130.488,1,+8452.28,1.0000,+135.026,D.N.,-9.8174,+0.0173,0,B,20.526699,16.262594,25.500599,17.626654,29.073536,0.000000,13.977892,9.953859,5,5,5,0,8,15,79.04,0,499,3.53,/Users/spicyboiii/Desktop/M12_V.fits
372,251.795177,-1.946920,251.795170,-1.947115,378,134,378.127,130.482,1,+8429.31,1.0000,+134.941,D.N.,-9.8145,+0.0174,0,B,20.526699,16.262594,25.500599,17.608583,29.073536,0.000000,13.977892,9.953859,5,5,5,0,8,15,79.04,0,499,3.61,/Users/spicyboiii/Desktop/M12_V.fits
373,251.733231,-1.947197,251.733231,-1.947167,1495,129,1495.006,129.545,1,+862.533,1.0000,+33.4501,D.N.,-7.3394,+0.0421,0,B,8.799500,7.960313,8.887646,8.458265,9.064311,0.000000,1.782638,1.612923,5,5,5,0,8,15,79.04,0,503,3.75,/Users/spicyboiii/Desktop/M12_V.fits
374,251.806047,-1.947197,251.806001,-1.947191,182,129,182.824,129.095,1,+15115.2,1.0000,+796.741,D.N.,-10.4485,+0.0572,0,B,48.710705,30.694670,106.828536,29.685463,168.469670,0.000000,130.397719,79.281447,5,5,5,0,8,15,79.04,0,502,3.26,/Users/spicyboiii/Desktop/M12_V.fits
375,251.794179,-1.947197,251.794168,-1.947084,396,129,396.201,131.044,1,+11429.9,1.0000,+209.213,D.N.,-10.1451,+0.0199,0,B,23.864090,16.590696,32.984184,16.698063,39.880832,0.000000,22.439506,18.104489,5,5,5,0,8,15,79.04,0,500,3.59,/Users/spicyboiii/Desktop/M12_V.fits
376,251.794124,-1.946864,251.794165,-1.947084,397,135,396.259,131.037,1,+11405.2,1.0000,+209.154,D.N.,-10.1428,+0.0199,0,B,23.864090,16.590696,32.984184,16.669176,39.880832,0.000000,22.439506,18.104489,5,5,5,0,8,15,79.04,0,500,3.79,/Users/spicyboiii/Desktop/M12_V.fits
377,251.780093,-1.946865,251.780117,-1.947368,650,135,649.571,125.916,1,+486048,1.0000,+758.508,D.N.,-14.2167,+0.0017,0,B,51.599796,30.385371,61.990700,13.076488,70.353484,0.000000,33.301014,30.117778,5,5,5,0,8,15,79.04,0,506,14.55,/Users/spicyboiii/Desktop/M12_V.fits
378,251.774935,-1.947197,251.774921,-1.947215,743,129,743.256,128.677,1,+2465.54,1.0000,+58.0058,D.N.,-8.4798,+0.0255,0,B,11.739985,11.156207,13.372767,11.770887,14.528661,0.000000,5.684660,3.020545,5,5,5,0,8,15,79.04,0,503,3.21,/Users/spicyboiii/Desktop/M12_V.fits
379,251.755082,-1.947142,251.754944,-1.947292,1101,130,1103.478,127.295,1,+1219.50,1.0000,+38.4289,D.N.,-7.7155,+0.0342,0,B,9.447528,9.593432,9.579611,8.958361,9.741839,0.000000,1.772204,1.616391,5,5,5,0,8,15,79.04,0,505,2.97,/Users/spicyboiii/Desktop/M12_V.fits
380,251.712879,-1.947141,251.712852,-1.947168,1862,130,1862.479,129.518,1,+652.348,1.0000,+31.7044,D.N.,-7.0362,+0.0528,0,B,8.906612,8.372146,9.208823,8.226598,9.488008,0.000000,2.286985,1.891750,5,5,5,0,8,15,79.04,0,502,3.47,/Users/spicyboiii/Desktop/M12_V.fits
381,251.780814,-1.947197,251.780120,-1.947368,637,129,649.509,125.915,1,+486048,1.0000,+758.508,D.N.,-14.2167,+0.0017,0,B,51.599796,30.385371,61.990700,13.286068,70.353484,0.000000,33.301014,30.117778,5,5,5,0,8,15,79.04,0,506,3.18,/Users/spicyboiii/Desktop/M12_V.fits
382,251.768391,-1.947142,251.768398,-1.947104,861,130,860.880,130.690,1,+1434.71,1.0000,+41.7485,D.N.,-7.8919,+0.0316,0,B,9.945646,9.781109,10.345376,10.066572,10.652731,0.000000,2.542978,1.768533,5,5,5,0,8,15,79.04,0,503,3.31,/Users/spicyboiii/Desktop/M12_V.fits
383,251.724525,-1.946920,251.724527,-1.946891,1652,134,1651.959,134.510,1,+4145.67,1.0000,+65.9991,D.N.,-9.0440,+0.0173,0,B,8.994626,8.101109,9.052737,8.234631,9.177185,0.000000,1.507688,1.462499,5,5,5,0,8,15,79.04,0,510,3.48,/Users/spicyboiii/Desktop/M12_V.fits
384,251.803773,-1.947086,251.803772,-1.947050,223,131,223.015,131.641,1,+34644.4,1.0000,+409.284,D.N.,-11.3491,+0.0128,0,B,46.421089,30.564951,66.158413,27.775574,84.590020,0.000000,52.764191,36.725677,5,5,5,0,8,15,79.04,0,504,3.43,/Users/spicyboiii/Desktop/M12_V.fits
385,251.778318,-1.947086,251.778296,-1.947080,682,131,682.408,131.120,1,+3520.14,1.0000,+80.7640,D.N.,-8.8664,+0.0249,0,B,16.322382,13.260868,20.111677,12.641086,23.290002,0.000000,11.756631,5.522022,5,5,5,0,8,15,79.04,0,505,3.41,/Users/spicyboiii/Desktop/M12_V.fits
386,251.772717,-1.947142,251.772967,-1.947044,783,130,778.486,131.766,1,+3994.20,1.0000,+78.3778,D.N.,-9.0036,+0.0213,0,B,13.049917,11.481756,16.114847,11.159269,18.703889,0.000000,9.504020,4.670499,5,5,5,0,8,15,79.04,0,504,3.35,/Users/spicyboiii/Desktop/M12_V.fits
387,251.772994,-1.947031,251.772966,-1.947044,778,132,778.516,131.764,1,+3992.29,1.0000,+77.9605,D.N.,-9.0031,+0.0212,0,B,13.431993,12.346828,16.386852,11.235098,18.988864,0.000000,9.603700,4.601168,5,5,5,0,8,15,79.04,0,504,3.37,/Users/spicyboiii/Desktop/M12_V.fits
388,251.755858,-1.947086,251.755882,-1.947060,1087,131,1086.569,131.483,1,+699.298,1.0000,+32.5269,D.N.,-7.1117,+0.0505,0,B,9.624839,8.192754,10.210014,8.951318,10.641465,0.000000,3.002403,1.906696,5,5,5,0,8,15,79.04,0,500,3.18,/Users/spicyboiii/Desktop/M12_V.fits
389,251.771220,-1.947031,251.771251,-1.946999,810,132,809.434,132.572,1,+3737.53,1.0000,+86.0630,D.N.,-8.9315,+0.0250,0,B,13.966299,11.413836,17.407012,10.707602,20.233898,0.000000,10.325624,6.101905,5,5,5,0,8,15,79.04,0,503,1.08,/Users/spicyboiii/Desktop/M12_V.fits
390,251.759906,-1.946920,251.759867,-1.946904,1014,134,1014.719,134.283,1,+1948.81,1.0000,+48.7101,D.N.,-8.2244,+0.0271,0,B,9.805025,9.190804,10.280119,9.483987,10.639874,0.000000,2.746069,2.076334,5,5,5,0,8,15,79.04,0,509,3.55,/Users/spicyboiii/Desktop/M12_V.fits
391,251.781036,-1.946865,251.780986,-1.946891,633,135,633.894,134.516,1,+4060.50,1.0000,+632.947,D.N.,-9.0215,+0.1692,0,B,46.365326,18.856316,94.759182,13.319939,159.559158,0.000000,128.500800,63.472111,5,5,5,0,8,15,79.04,0,506,1.25,/Users/spicyboiii/Desktop/M12_V.fits
392,251.753695,-1.946920,251.753693,-1.946911,1126,134,1126.038,134.165,1,+635.552,1.0000,+41.3349,D.N.,-7.0079,+0.0706,0,B,10.175547,9.508513,14.201135,9.060790,19.541720,0.000000,13.437496,3.299069,5,5,5,0,8,15,79.04,0,502,24.68,/Users/spicyboiii/Desktop/M12_V.fits
393,251.743214,-1.946975,251.743220,-1.946925,1315,133,1314.893,133.916,1,+585.490,1.0000,+28.6655,D.N.,-6.9188,+0.0532,0,B,8.693594,8.313444,8.647685,8.808119,8.781305,0.000000,1.527559,1.550628,5,5,5,0,8,15,79.04,0,511,3.38,/Users/spicyboiii/Desktop/M12_V.fits
394,251.753141,-1.946698,251.753167,-1.946680,1136,138,1135.520,138.327,1,+4360.72,1.0000,+68.7243,D.N.,-9.0989,+0.0171,0,B,10.130336,9.598646,10.609960,9.108265,11.088292,0.000000,3.224868,1.916245,5,5,5,0,8,15,79.04,0,500,3.66,/Users/spicyboiii/Desktop/M12_V.fits
395,251.800501,-1.946587,251.800470,-1.946593,282,140,282.561,139.896,1,+401366,1.0000,+831.681,D.N.,-14.0089,+0.0022,0,B,82.938278,46.167028,115.308667,23.589293,162.580310,0.000000,114.726760,54.319550,5,5,5,0,8,15,79.04,0,507,3.44,/Users/spicyboiii/Desktop/M12_V.fits
396,251.764953,-1.946809,251.764536,-1.946689,923,136,930.524,138.163,1,+1569.99,1.0000,+98.4040,D.N.,-7.9897,+0.0680,0,B,11.570852,10.149128,18.772322,9.718067,25.913066,0.000000,17.880786,9.073460,5,5,5,0,8,15,79.04,0,503,11.68,/Users/spicyboiii/Desktop/M12_V.fits
397,251.714487,-1.946753,251.714458,-1.946760,1833,137,1833.516,136.880,1,+331.402,1.0000,+23.4447,D.N.,-6.3009,+0.0768,0,B,8.410596,7.191227,8.442396,8.261926,8.576887,0.000000,1.514396,1.491330,5,5,5,0,8,15,79.04,0,514,3.06,/Users/spicyboiii/Desktop/M12_V.fits
398,251.812646,-1.946698,251.812643,-1.946689,63,138,63.054,138.157,1,+38277.5,1.0000,+538.080,D.N.,-11.4574,+0.0153,0,B,51.764160,30.726191,86.794784,34.340179,126.409547,0.000000,91.993462,50.512487,5,5,5,0,8,15,79.04,0,505,3.38,/Users/spicyboiii/Desktop/M12_V.fits
399,251.769944,-1.946698,251.769939,-1.946703,833,138,833.091,137.915,1,+3667.33,1.0000,+94.4621,D.N.,-8.9109,+0.0280,0,B,12.660514,11.503576,17.462272,10.279902,21.766587,0.000000,13.007374,7.298482,5,5,5,0,8,15,79.04,0,500,3.28,/Users/spicyboiii/Desktop/M12_V.fits
400,251.764565,-1.946698,251.764539,-1.946690,930,138,930.462,138.159,1,+1598.25,1.0000,+96.3511,D.N.,-8.0091,+0.0655,0,B,11.200336,9.433499,18.109460,9.717957,25.345804,0.000000,17.750596,8.830854,5,5,5,0,8,15,79.04,0,503,3.51,/Users/spicyboiii/Desktop/M12_V.fits
401,251.763567,-1.946698,251.763551,-1.946659,948,138,948.278,138.709,1,+4495.84,1.0000,+86.4614,D.N.,-9.1320,+0.0209,0,B,11.572384,9.398528,17.297303,9.696861,24.304776,0.000000,17.091147,5.497643,5,5,5,0,8,15,79.04,0,502,0.26,/Users/spicyboiii/Desktop/M12_V.fits
402,251.787081,-1.946698,251.787047,-1.946678,524,138,524.607,138.362,1,+5801.62,1.0000,+95.2983,D.N.,-9.4089,+0.0178,0,B,14.235532,13.907889,18.515065,13.950033,22.365417,0.000000,12.558575,5.769256,5,5,5,0,8,15,79.04,0,503,3.57,/Users/spicyboiii/Desktop/M12_V.fits
