Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
1032,251.787744,-1.935057,251.787819,-1.935132,512,348,510.653,346.648,1,+1090.76,1.0000,+41.5828,D.N.,-7.5943,+0.0414,0,B,8.005813,6.577435,8.734763,7.361916,9.305986,0.000000,3.213368,2.546117,5,5,5,0,8,15,79.04,0,505,4.10,C:\Users\lrf44\Desktop\M12_B.fits
1033,251.768003,-1.935112,251.767949,-1.934777,868,347,868.964,353.061,1,+1872.78,1.0000,+47.0082,D.N.,-8.1812,+0.0273,0,B,7.505853,7.467534,7.667748,6.468494,7.933550,0.000000,2.038384,1.851701,5,5,5,0,8,15,79.04,0,510,4.62,C:\Users\lrf44\Desktop\M12_B.fits
1034,251.811978,-1.935001,251.811962,-1.934990,75,349,75.283,349.204,1,+7113.06,1.0000,+140.603,D.N.,-9.6301,+0.0215,0,B,17.686224,10.884905,23.011492,10.359138,28.222714,0.000000,16.356213,11.330175,5,5,5,0,8,15,79.04,0,502,0.99,C:\Users\lrf44\Desktop\M12_B.fits
1035,251.803881,-1.934946,251.803853,-1.934933,221,350,221.503,350.221,1,+23838.1,1.0000,+180.394,D.N.,-10.9432,+0.0082,0,B,17.188879,12.610823,21.186045,9.487800,24.209800,0.000000,11.727648,9.403362,5,5,5,0,8,15,79.04,0,506,4.17,C:\Users\lrf44\Desktop\M12_B.fits
1036,251.799778,-1.935112,251.800037,-1.934960,295,347,290.323,349.748,1,+1627.61,1.0000,+70.4580,D.N.,-8.0289,+0.0470,0,B,14.017436,12.146108,16.025905,9.246894,17.254199,0.000000,6.399910,5.821074,5,5,5,0,8,15,79.04,0,505,4.36,C:\Users\lrf44\Desktop\M12_B.fits
1037,251.768003,-1.934780,251.767948,-1.934777,868,353,868.982,353.060,1,+1872.78,1.0000,+47.0082,D.N.,-8.1812,+0.0273,0,B,7.505853,7.467534,7.667748,6.468075,7.933550,0.000000,2.038384,1.851701,5,5,5,0,8,15,79.04,0,510,4.65,C:\Users\lrf44\Desktop\M12_B.fits
1038,251.803438,-1.935001,251.803854,-1.934933,229,349,221.498,350.231,1,+23870.3,1.0000,+176.616,D.N.,-10.9446,+0.0080,0,B,16.563549,12.526133,20.119371,9.506390,22.714375,0.000000,10.553445,8.620187,5,5,5,0,8,15,79.04,0,503,4.81,C:\Users\lrf44\Desktop\M12_B.fits
1039,251.789408,-1.935057,251.789536,-1.934704,482,348,479.686,354.357,1,+1474.42,1.0000,+56.2431,D.N.,-7.9216,+0.0414,0,B,9.455035,8.388362,11.644976,7.514102,13.414307,0.000000,6.665282,4.142148,5,5,5,0,8,15,79.04,0,506,4.88,C:\Users\lrf44\Desktop\M12_B.fits
1040,251.760350,-1.934946,251.760309,-1.934920,1006,350,1006.738,350.474,1,+386.163,1.0000,+25.7619,D.N.,-6.4669,+0.0724,0,B,6.238945,6.964713,6.361011,6.301531,6.626301,0.000000,1.858020,1.678749,5,5,5,0,8,15,79.04,0,505,0.31,C:\Users\lrf44\Desktop\M12_B.fits
1041,251.802162,-1.934946,251.802234,-1.934906,252,350,250.716,350.709,1,+1111.63,1.0000,+295.166,D.N.,-7.6149,+0.2883,0,B,19.712008,8.849473,53.652650,9.450825,115.987360,0.000000,102.934569,29.542699,5,5,5,0,8,15,79.04,0,503,4.21,C:\Users\lrf44\Desktop\M12_B.fits
1042,251.800055,-1.935001,251.800040,-1.934961,290,349,290.276,349.728,1,+1606.78,1.0000,+70.3101,D.N.,-8.0149,+0.0475,0,B,14.017436,12.146108,16.025905,9.212749,17.254199,0.000000,6.399910,5.821074,5,5,5,0,8,15,79.04,0,505,1.11,C:\Users\lrf44\Desktop\M12_B.fits
1043,251.778428,-1.934780,251.778410,-1.934720,680,353,680.330,354.085,1,+6876.60,1.0000,+85.9436,D.N.,-9.5934,+0.0136,0,B,8.040113,7.671964,8.330513,6.649682,8.660359,0.000000,2.369698,2.275543,5,5,5,0,8,15,79.04,0,506,4.52,C:\Users\lrf44\Desktop\M12_B.fits
1044,251.802717,-1.934835,251.802838,-1.935305,242,352,239.808,343.508,1,+36985.3,1.0000,+221.103,D.N.,-11.4201,+0.0065,0,B,23.801636,23.613531,27.074254,9.394036,29.533130,0.000000,11.809535,11.000041,5,5,5,0,8,15,79.04,0,508,30.28,C:\Users\lrf44\Desktop\M12_B.fits
1045,251.791626,-1.934890,251.791576,-1.934855,442,351,442.897,351.633,1,+1040.36,1.0000,+42.1507,D.N.,-7.5430,+0.0440,0,B,7.971133,7.648789,8.497256,7.720378,9.023248,0.000000,3.038752,2.733423,5,5,5,0,8,15,79.04,0,503,4.07,C:\Users\lrf44\Desktop\M12_B.fits
1046,251.801386,-1.934613,251.801371,-1.934652,266,356,266.267,355.301,1,+1455.80,1.0000,+116.567,D.N.,-7.9078,+0.0869,0,B,16.223204,9.569906,20.341867,9.127173,24.837613,0.000000,14.265991,11.099690,5,5,5,0,8,15,79.04,0,505,5.09,C:\Users\lrf44\Desktop\M12_B.fits
1047,251.795785,-1.934835,251.795774,-1.934811,367,352,367.197,352.433,1,+1202.45,1.0000,+55.4560,D.N.,-7.7002,+0.0501,0,B,10.271113,9.300253,11.942108,8.167669,13.265017,0.000000,5.780423,4.358605,5,5,5,0,8,15,79.04,0,502,3.87,C:\Users\lrf44\Desktop\M12_B.fits
1048,251.796062,-1.934890,251.795779,-1.934810,362,351,367.110,352.447,1,+1203.10,1.0000,+55.4619,D.N.,-7.7008,+0.0500,0,B,10.271113,9.300253,11.942108,8.253937,13.265017,0.000000,5.780423,4.358605,5,5,5,0,8,15,79.04,0,502,2.71,C:\Users\lrf44\Desktop\M12_B.fits
1049,251.789574,-1.934780,251.789536,-1.934705,479,353,479.695,354.356,1,+1474.42,1.0000,+56.2431,D.N.,-7.9216,+0.0414,0,B,9.455035,8.388362,11.644976,7.545452,13.414307,0.000000,6.665282,4.142148,5,5,5,0,8,15,79.04,0,506,5.00,C:\Users\lrf44\Desktop\M12_B.fits
1050,251.724416,-1.934669,251.724421,-1.934619,1654,355,1653.912,355.895,1,+647.143,1.0000,+29.2603,D.N.,-7.0275,+0.0491,0,B,5.350214,5.133207,5.295709,5.214880,5.496320,0.000000,1.472835,1.458614,5,5,5,0,8,15,79.04,0,511,3.99,C:\Users\lrf44\Desktop\M12_B.fits
1051,251.804880,-1.934724,251.804828,-1.934713,203,354,203.936,354.193,1,+1778.41,1.0000,+63.4780,D.N.,-8.1251,+0.0388,0,B,10.275215,9.639169,12.970585,9.446546,15.460119,0.000000,8.421380,4.781192,5,5,5,0,8,15,79.04,0,505,4.43,C:\Users\lrf44\Desktop\M12_B.fits
1052,251.772772,-1.934669,251.772727,-1.934667,782,355,782.813,355.035,1,+678.788,1.0000,+30.1573,D.N.,-7.0793,+0.0482,0,B,6.597825,6.057604,6.623853,6.648354,6.797614,0.000000,1.528620,1.532893,5,5,5,0,8,15,79.04,0,513,4.46,C:\Users\lrf44\Desktop\M12_B.fits
1053,251.739888,-1.934669,251.739837,-1.934694,1375,355,1375.904,354.542,1,+89.2118,1.0000,+19.4509,D.N.,-4.8761,+0.2367,0,B,5.578569,5.561994,5.930280,5.457470,6.502241,0.000000,2.669281,1.713177,5,5,5,0,8,15,79.04,0,504,2.80,C:\Users\lrf44\Desktop\M12_B.fits
1054,251.719924,-1.934558,251.719882,-1.934533,1735,357,1735.758,357.447,1,+826.961,1.0000,+34.3553,D.N.,-7.2937,+0.0451,0,B,5.793709,5.350869,6.552681,5.234820,7.513070,0.000000,3.679085,1.892358,5,5,5,0,8,15,79.04,0,500,4.16,C:\Users\lrf44\Desktop\M12_B.fits
1055,251.789186,-1.934669,251.789534,-1.934704,486,355,479.720,354.360,1,+1496.10,1.0000,+56.4355,D.N.,-7.9374,+0.0410,0,B,9.455035,8.388362,11.644976,7.512499,13.414307,0.000000,6.665282,4.142148,5,5,5,0,8,15,79.04,0,506,4.35,C:\Users\lrf44\Desktop\M12_B.fits
1056,251.756136,-1.934503,251.756105,-1.934492,1082,358,1082.559,358.196,1,+764.024,1.0000,+31.1705,D.N.,-7.2078,+0.0443,0,B,5.567343,5.999583,5.486256,5.526620,5.700568,0.000000,1.549890,1.454116,5,5,5,0,8,15,79.04,0,513,3.95,C:\Users\lrf44\Desktop\M12_B.fits
1057,251.742272,-1.934614,251.742221,-1.934583,1332,356,1332.929,356.557,1,+325.151,1.0000,+23.1202,D.N.,-6.2802,+0.0772,0,B,5.334651,5.779688,5.270755,5.549567,5.506165,0.000000,1.594345,1.460751,5,5,5,0,8,15,79.04,0,514,1.30,C:\Users\lrf44\Desktop\M12_B.fits
1058,251.808595,-1.934668,251.808497,-1.934238,136,355,137.773,362.771,1,+1895.05,1.0000,+69.1097,D.N.,-8.1941,+0.0396,0,B,11.598336,9.927007,13.669355,9.539789,15.040007,0.000000,6.279248,5.406942,5,5,5,0,8,15,79.04,0,503,0.28,C:\Users\lrf44\Desktop\M12_B.fits
1059,251.808484,-1.934391,251.808500,-1.934238,138,360,137.720,362.770,1,+1895.42,1.0000,+69.1123,D.N.,-8.1943,+0.0396,0,B,11.598336,9.927007,13.669355,9.465832,15.040007,0.000000,6.279248,5.406942,5,5,5,0,8,15,79.04,0,503,8.43,C:\Users\lrf44\Desktop\M12_B.fits
1060,251.808540,-1.934170,251.808496,-1.934238,137,364,137.793,362.768,1,+1895.27,1.0000,+69.1112,D.N.,-8.1942,+0.0396,0,B,11.598336,9.927007,13.669355,9.409443,15.040007,0.000000,6.279248,5.406942,5,5,5,0,8,15,79.04,0,503,4.35,C:\Users\lrf44\Desktop\M12_B.fits
1061,251.784084,-1.934558,251.784083,-1.934498,578,357,578.032,358.086,1,+1756.26,1.0000,+44.7215,D.N.,-8.1115,+0.0276,0,B,7.996623,6.908618,8.305353,7.597583,8.545643,0.000000,2.014243,1.573023,5,5,5,0,8,15,79.04,0,504,4.21,C:\Users\lrf44\Desktop\M12_B.fits
1062,251.781811,-1.934614,251.781731,-1.934585,619,356,620.443,356.515,1,+941.079,1.0000,+34.3460,D.N.,-7.4341,+0.0396,0,B,7.032722,6.559728,7.222860,7.151601,7.481389,0.000000,1.951667,1.556801,5,5,5,0,8,15,79.04,0,506,4.20,C:\Users\lrf44\Desktop\M12_B.fits
1063,251.781533,-1.934503,251.781730,-1.934587,624,358,620.464,356.476,1,+931.928,1.0000,+34.7766,D.N.,-7.4235,+0.0405,0,B,7.123600,6.559642,7.479136,7.076895,7.813372,0.000000,2.263058,1.678975,5,5,5,0,8,15,79.04,0,506,2.66,C:\Users\lrf44\Desktop\M12_B.fits
1064,251.749204,-1.934558,251.749163,-1.934489,1207,357,1207.741,358.244,1,+490.834,1.0000,+25.8075,D.N.,-6.7273,+0.0571,0,B,5.562594,5.776613,5.583507,5.520239,5.757147,0.000000,1.404641,1.336397,5,5,5,0,8,15,79.04,0,515,4.88,C:\Users\lrf44\Desktop\M12_B.fits
1065,251.815471,-1.934391,251.815542,-1.934496,12,360,10.725,358.107,1,+1791.56,1.0000,+78.4720,D.N.,-8.1331,+0.0476,0,B,12.406977,9.291800,15.025672,10.155691,16.876738,0.000000,7.693472,6.555584,5,5,5,0,8,15,79.04,0,435,6.76,C:\Users\lrf44\Desktop\M12_B.fits
1066,251.783918,-1.934281,251.784083,-1.934499,581,362,578.017,358.074,1,+1754.37,1.0000,+44.7004,D.N.,-8.1103,+0.0277,0,B,7.996623,6.908618,8.305353,7.497265,8.545643,0.000000,2.014243,1.573023,5,5,5,0,8,15,79.04,0,504,2.52,C:\Users\lrf44\Desktop\M12_B.fits
1067,251.745100,-1.934614,251.745106,-1.934525,1281,356,1280.900,357.598,1,+102.906,1.0000,+18.5317,D.N.,-5.0311,+0.1955,0,B,5.142131,5.126276,5.189153,5.481833,5.420243,0.000000,1.567319,1.566144,5,5,5,0,8,15,79.04,0,516,31.81,C:\Users\lrf44\Desktop\M12_B.fits
1068,251.797837,-1.934336,251.797802,-1.934323,330,361,330.632,361.237,1,+4494.05,1.0000,+87.5687,D.N.,-9.1316,+0.0212,0,B,13.033666,9.825080,15.316089,8.444936,16.949750,0.000000,7.267551,5.670830,5,5,5,0,8,15,79.04,0,499,4.02,C:\Users\lrf44\Desktop\M12_B.fits
1069,251.783752,-1.934447,251.784080,-1.934498,584,359,578.075,358.086,1,+1756.91,1.0000,+44.7287,D.N.,-8.1119,+0.0276,0,B,7.996623,6.908618,8.305353,7.504664,8.545643,0.000000,2.014243,1.573023,5,5,5,0,8,15,79.04,0,504,2.94,C:\Users\lrf44\Desktop\M12_B.fits
1070,251.774158,-1.934392,251.774151,-1.934367,757,360,757.134,360.443,1,+525.790,1.0000,+31.7338,D.N.,-6.8020,+0.0655,0,B,6.799578,6.779437,7.435579,6.629375,8.016588,0.000000,2.999321,2.207623,5,5,5,0,8,15,79.04,0,498,4.15,C:\Users\lrf44\Desktop\M12_B.fits
1071,251.766339,-1.934447,251.766315,-1.934423,898,359,898.441,359.444,1,+538.942,1.0000,+28.8870,D.N.,-6.8289,+0.0582,0,B,7.089320,6.575368,7.306851,6.495722,7.589959,0.000000,2.055691,1.730642,5,5,5,0,8,15,79.04,0,500,4.28,C:\Users\lrf44\Desktop\M12_B.fits
1072,251.747318,-1.934336,251.747292,-1.934312,1241,361,1241.470,361.436,1,+904.102,1.0000,+33.7586,D.N.,-7.3905,+0.0405,0,B,5.751665,6.232110,5.658705,5.514711,5.852007,0.000000,1.493122,1.548095,5,5,5,0,8,15,79.04,0,510,4.68,C:\Users\lrf44\Desktop\M12_B.fits
1073,251.737725,-1.934447,251.737685,-1.934388,1414,359,1414.720,360.075,1,+60.2992,1.0000,+17.3234,D.N.,-4.4508,+0.3119,0,B,5.572829,5.799556,5.549696,5.318328,5.768816,0.000000,1.576382,1.562332,5,5,5,0,8,15,79.04,0,511,1.20,C:\Users\lrf44\Desktop\M12_B.fits
1074,251.751311,-1.934392,251.750848,-1.934168,1169,360,1177.346,364.041,1,+649.501,1.0000,+31.5977,D.N.,-7.0314,+0.0528,0,B,6.219875,5.321875,6.509638,5.480913,6.849250,0.000000,2.132091,1.883090,5,5,5,0,8,15,79.04,0,507,4.26,C:\Users\lrf44\Desktop\M12_B.fits
1075,251.750923,-1.933671,251.750914,-1.933677,1176,373,1176.157,372.904,1,+220.209,1.0000,+27.0515,D.N.,-5.8571,+0.1334,0,B,6.244835,5.337551,6.863912,5.479677,7.400092,0.000000,2.768274,2.277941,5,5,5,0,8,15,79.04,0,502,4.17,C:\Users\lrf44\Desktop\M12_B.fits
1076,251.798613,-1.934336,251.798574,-1.934332,316,361,316.709,361.075,1,+1115.03,1.0000,+185.668,D.N.,-7.6182,+0.1808,0,B,13.875363,9.724084,34.117943,8.568271,64.202622,0.000000,54.441440,18.387063,5,5,5,0,8,15,79.04,0,500,3.89,C:\Users\lrf44\Desktop\M12_B.fits
1077,251.789630,-1.934281,251.789599,-1.934277,478,362,478.562,362.066,1,+2052.02,1.0000,+72.3171,D.N.,-8.2805,+0.0383,0,B,10.872800,9.360189,13.422590,7.580676,15.109873,0.000000,6.945417,5.675105,5,5,5,0,8,15,79.04,0,500,3.87,C:\Users\lrf44\Desktop\M12_B.fits
1078,251.750535,-1.934392,251.750847,-1.934168,1183,360,1177.364,364.039,1,+649.501,1.0000,+31.5977,D.N.,-7.0314,+0.0528,0,B,6.219875,5.321875,6.509638,5.489461,6.849250,0.000000,2.132091,1.883090,5,5,5,0,8,15,79.04,0,507,7.20,C:\Users\lrf44\Desktop\M12_B.fits
1079,251.814806,-1.934280,251.814780,-1.934260,24,362,24.472,362.365,1,+1649.95,1.0000,+84.0920,D.N.,-8.0437,+0.0553,0,B,12.136119,9.252883,15.495666,10.076666,17.959046,0.000000,9.087162,7.414158,5,5,5,0,8,15,79.04,0,501,0.66,C:\Users\lrf44\Desktop\M12_B.fits
1080,251.779537,-1.933948,251.779551,-1.933936,660,368,659.746,368.230,1,+37501.4,1.0000,+200.406,D.N.,-11.4351,+0.0058,0,B,12.568450,11.938137,13.991558,6.709017,14.898552,0.000000,5.123949,5.201476,5,5,5,0,8,15,79.04,0,508,3.91,C:\Users\lrf44\Desktop\M12_B.fits
1081,251.762291,-1.934115,251.762205,-1.933967,971,365,972.545,367.666,1,+11080.0,1.0000,+108.194,D.N.,-10.1114,+0.0106,0,B,8.438418,6.791911,9.050139,6.347622,9.455964,0.000000,2.743171,2.523692,5,5,5,0,8,15,79.04,0,510,4.09,C:\Users\lrf44\Desktop\M12_B.fits
1082,251.762180,-1.933893,251.762199,-1.933967,973,369,972.654,367.661,1,+11083.3,1.0000,+108.209,D.N.,-10.1117,+0.0106,0,B,8.438418,6.791911,9.050139,6.374145,9.455964,0.000000,2.743171,2.523692,5,5,5,0,8,15,79.04,0,510,4.34,C:\Users\lrf44\Desktop\M12_B.fits
1083,251.750867,-1.934226,251.750851,-1.934168,1177,363,1177.292,364.040,1,+648.588,1.0000,+31.5833,D.N.,-7.0299,+0.0529,0,B,6.219875,5.321875,6.509638,5.484047,6.849250,0.000000,2.132091,1.883090,5,5,5,0,8,15,79.04,0,507,4.60,C:\Users\lrf44\Desktop\M12_B.fits
1084,251.796783,-1.934225,251.796744,-1.934206,349,363,349.703,363.342,1,+1106.22,1.0000,+66.4416,D.N.,-7.6096,+0.0652,0,B,13.308277,11.258153,15.269620,8.220746,16.813436,0.000000,7.044856,5.788182,5,5,5,0,8,15,79.04,0,498,1.23,C:\Users\lrf44\Desktop\M12_B.fits
1085,251.775267,-1.934170,251.775214,-1.934166,737,364,737.953,364.085,1,+1043.59,1.0000,+37.1298,D.N.,-7.5463,+0.0386,0,B,6.809550,6.606427,7.266697,6.550070,7.684021,0.000000,2.500355,1.843074,5,5,5,0,8,15,79.04,0,501,4.13,C:\Users\lrf44\Desktop\M12_B.fits
1086,251.750147,-1.934115,251.750120,-1.934046,1190,365,1190.482,366.240,1,+210.713,1.0000,+23.7794,D.N.,-5.8092,+0.1225,0,B,6.009812,5.303839,6.483762,5.480436,6.962317,0.000000,2.539202,1.896536,5,5,5,0,8,15,79.04,0,501,4.09,C:\Users\lrf44\Desktop\M12_B.fits
1087,251.750147,-1.933838,251.750116,-1.934046,1190,370,1190.545,366.247,1,+212.228,1.0000,+22.9946,D.N.,-5.8170,+0.1176,0,B,5.999872,4.893042,6.288409,5.467136,6.679520,0.000000,2.254333,1.791798,5,5,5,0,8,15,79.04,0,502,5.86,C:\Users\lrf44\Desktop\M12_B.fits
1088,251.813641,-1.934003,251.813606,-1.933982,45,367,45.634,367.375,1,+23413.2,1.0000,+160.441,D.N.,-10.9237,+0.0074,0,B,14.447101,11.338993,15.849029,9.885917,16.773983,0.000000,5.498649,4.858403,5,5,5,0,8,15,79.04,0,501,4.65,C:\Users\lrf44\Desktop\M12_B.fits
1089,251.786802,-1.934225,251.786776,-1.934191,529,363,529.458,363.629,1,+542.486,1.0000,+29.3519,D.N.,-6.8360,+0.0587,0,B,7.293108,6.389902,7.410959,7.405034,7.617644,0.000000,1.764164,1.802076,5,5,5,0,8,15,79.04,0,511,3.93,C:\Users\lrf44\Desktop\M12_B.fits
1090,251.764066,-1.934226,251.764068,-1.934164,939,363,938.954,364.108,1,+477.244,1.0000,+27.7181,D.N.,-6.6969,+0.0631,0,B,6.755193,6.417850,6.957482,6.383146,7.227184,0.000000,1.957871,1.718183,5,5,5,0,8,15,79.04,0,502,0.26,C:\Users\lrf44\Desktop\M12_B.fits
1091,251.762846,-1.934170,251.762204,-1.934121,1482,364,1482.736,364.880,1,+104.366,1.0000,+18.4201,D.N.,-5.0464,+0.1916,0,B,5.152792,5.601719,5.127059,5.443304,5.356234,0.000000,1.551521,1.546684,5,5,5,0,8,15,79.04,0,512,4.06,C:\Users\lrf44\Desktop\M12_B.fits
1092,251.762846,-1.934170,251.762204,-1.933968,961,364,972.564,367.658,1,+11084.4,1.0000,+108.214,D.N.,-10.1118,+0.0106,0,B,8.438418,6.791911,9.050139,6.335759,9.455964,0.000000,2.743171,2.523692,5,5,5,0,8,15,79.04,0,510,4.28,C:\Users\lrf44\Desktop\M12_B.fits
1093,251.736838,-1.933893,251.736801,-1.933888,1430,369,1430.657,369.084,1,+1241.85,1.0000,+37.6449,D.N.,-7.7352,+0.0329,0,B,5.566344,5.343757,5.541170,5.299596,5.704181,0.000000,1.355251,1.336251,5,5,5,0,8,15,79.04,0,513,4.38,C:\Users\lrf44\Desktop\M12_B.fits
1094,251.721976,-1.934114,251.721869,-1.933762,1698,365,1699.932,371.358,1,+377.075,1.0000,+24.0905,D.N.,-6.4411,+0.0694,0,B,5.377534,4.696659,5.345796,5.199519,5.543644,0.000000,1.469235,1.438982,5,5,5,0,8,15,79.04,0,513,12.75,C:\Users\lrf44\Desktop\M12_B.fits
1095,251.721865,-1.933782,251.721872,-1.933762,1700,371,1699.875,371.363,1,+376.586,1.0000,+24.0803,D.N.,-6.4397,+0.0694,0,B,5.377534,4.696659,5.345796,5.178178,5.543644,0.000000,1.469235,1.438982,5,5,5,0,8,15,79.04,0,513,4.89,C:\Users\lrf44\Desktop\M12_B.fits
1096,251.809870,-1.934114,251.809860,-1.934048,113,365,113.192,366.199,1,+1468.45,1.0000,+74.2693,D.N.,-7.9172,+0.0549,0,B,11.882502,9.271207,14.216813,9.534770,15.756265,0.000000,6.799521,6.412389,5,5,5,0,8,15,79.04,0,506,4.17,C:\Users\lrf44\Desktop\M12_B.fits
1097,251.796284,-1.934059,251.796257,-1.934009,358,366,358.483,366.909,1,+998.732,1.0000,+58.5443,D.N.,-7.4986,+0.0636,0,B,11.442647,8.572749,12.976018,8.100035,14.216744,0.000000,5.814302,4.963342,5,5,5,0,8,15,79.04,0,502,4.20,C:\Users\lrf44\Desktop\M12_B.fits
1098,251.792680,-1.934115,251.792523,-1.933938,423,365,425.827,368.181,1,+777.384,1.0000,+36.9853,D.N.,-7.2266,+0.0517,0,B,7.673345,7.650153,8.475632,7.831800,9.223330,0.000000,3.641408,2.447903,5,5,5,0,8,15,79.04,0,503,2.67,C:\Users\lrf44\Desktop\M12_B.fits
1099,251.792513,-1.933948,251.792520,-1.933939,426,368,425.874,368.172,1,+777.384,1.0000,+36.9853,D.N.,-7.2266,+0.0517,0,B,7.673345,7.650153,8.475632,7.837192,9.223330,0.000000,3.641408,2.447903,5,5,5,0,8,15,79.04,0,503,1.08,C:\Users\lrf44\Desktop\M12_B.fits
1100,251.739610,-1.933948,251.739571,-1.933901,1380,368,1380.711,368.849,1,+1127.21,1.0000,+36.4895,D.N.,-7.6300,+0.0351,0,B,5.565711,5.574980,5.501158,5.390499,5.693398,0.000000,1.468428,1.441426,5,5,5,0,8,15,79.04,0,509,4.66,C:\Users\lrf44\Desktop\M12_B.fits
1101,251.771330,-1.934004,251.771311,-1.933924,808,367,808.340,368.441,1,+465.687,1.0000,+63.9893,D.N.,-6.6702,+0.1492,0,B,7.327737,7.301122,15.305596,6.516255,28.492267,0.000000,24.056249,6.065848,5,5,5,0,8,15,79.04,0,501,3.54,C:\Users\lrf44\Desktop\M12_B.fits
1102,251.727910,-1.934004,251.727891,-1.933931,1591,367,1591.332,368.303,1,+328.441,1.0000,+23.0785,D.N.,-6.2911,+0.0763,0,B,5.350366,4.872988,5.402848,5.005845,5.597981,0.000000,1.466564,1.442446,5,5,5,0,8,15,79.04,0,514,4.40,C:\Users\lrf44\Desktop\M12_B.fits
1103,251.715821,-1.933893,251.715781,-1.933871,1809,369,1809.724,369.398,1,+528.372,1.0000,+27.0739,D.N.,-6.8073,+0.0556,0,B,5.329608,4.900305,5.302245,5.258783,5.506357,0.000000,1.486760,1.444289,5,5,5,0,8,15,79.04,0,515,4.38,C:\Users\lrf44\Desktop\M12_B.fits
1104,251.797227,-1.933948,251.797187,-1.933910,341,368,341.727,368.691,1,+1184.23,1.0000,+80.2218,D.N.,-7.6836,+0.0735,0,B,14.091083,13.544569,18.860626,8.169936,23.576614,0.000000,14.160940,7.299726,5,5,5,0,8,15,79.04,0,503,1.08,C:\Users\lrf44\Desktop\M12_B.fits
1105,251.768890,-1.933505,251.768835,-1.933474,852,376,852.992,376.568,1,+122998,1.0000,+378.938,D.N.,-12.7247,+0.0033,0,B,24.942570,16.624992,28.895135,6.475462,32.243214,0.000000,14.321417,14.459222,5,5,5,0,8,15,79.04,0,504,4.38,C:\Users\lrf44\Desktop\M12_B.fits
1106,251.720035,-1.933948,251.720019,-1.933904,1733,368,1733.291,368.794,1,+1072.50,1.0000,+37.2045,D.N.,-7.5760,+0.0377,0,B,5.815641,5.345087,6.316875,5.195576,6.927197,0.000000,2.845941,1.776970,5,5,5,0,8,15,79.04,0,499,1.37,C:\Users\lrf44\Desktop\M12_B.fits
1107,251.800554,-1.933782,251.800547,-1.933731,281,371,281.130,371.910,1,+12693.6,1.0000,+122.180,D.N.,-10.2590,+0.0105,0,B,12.534694,11.270280,13.860232,8.425391,14.855473,0.000000,5.351271,4.760708,5,5,5,0,8,15,79.04,0,502,4.14,C:\Users\lrf44\Desktop\M12_B.fits
1108,251.789352,-1.933837,251.789322,-1.933912,483,370,483.558,368.659,1,+811.381,1.0000,+69.4442,D.N.,-7.2731,+0.0929,0,B,9.310159,8.267543,12.708048,7.573013,15.452425,0.000000,8.799824,6.379778,5,5,5,0,8,15,79.04,0,503,4.62,C:\Users\lrf44\Desktop\M12_B.fits
1109,251.774657,-1.933838,251.774669,-1.933807,748,370,747.783,370.555,1,+523.269,1.0000,+44.8025,D.N.,-6.7968,+0.0930,0,B,8.100615,6.365929,9.855482,6.545166,11.378429,0.000000,5.692290,3.882791,5,5,5,0,8,15,79.04,0,506,1.01,C:\Users\lrf44\Desktop\M12_B.fits
1110,251.777485,-1.933727,251.777461,-1.933695,697,372,697.432,372.582,1,+630.906,1.0000,+29.0535,D.N.,-6.9999,+0.0500,0,B,6.803996,5.685594,6.841198,6.502298,7.011601,0.000000,1.537924,1.472278,5,5,5,0,8,15,79.04,0,508,0.28,C:\Users\lrf44\Desktop\M12_B.fits
1111,251.766783,-1.933838,251.766732,-1.933807,890,370,890.909,370.553,1,+501.901,1.0000,+28.1694,D.N.,-6.7515,+0.0609,0,B,6.765955,6.201357,6.991487,6.467235,7.326923,0.000000,2.193740,1.719858,5,5,5,0,8,15,79.04,0,502,4.59,C:\Users\lrf44\Desktop\M12_B.fits
1112,251.727466,-1.933893,251.727889,-1.933931,1599,369,1591.363,368.307,1,+328.441,1.0000,+23.0785,D.N.,-6.2911,+0.0763,0,B,5.350366,4.872988,5.402848,4.917317,5.597981,0.000000,1.466564,1.442446,5,5,5,0,8,15,79.04,0,514,12.22,C:\Users\lrf44\Desktop\M12_B.fits
1113,251.805933,-1.933782,251.805841,-1.933702,184,371,185.666,372.437,1,+2097.01,1.0000,+53.0988,D.N.,-8.3040,+0.0275,0,B,9.169744,8.450782,9.966967,9.295136,10.655043,0.000000,3.770640,2.708126,5,5,5,0,8,15,79.04,0,504,1.08,C:\Users\lrf44\Desktop\M12_B.fits
1114,251.771774,-1.933450,251.771750,-1.933424,800,377,800.416,377.469,1,+7985.13,1.0000,+96.1567,D.N.,-9.7557,+0.0131,0,B,9.321279,9.003163,10.255581,6.509365,11.081760,0.000000,4.202807,3.577061,5,5,5,0,8,15,79.04,0,503,4.05,C:\Users\lrf44\Desktop\M12_B.fits
