Zini,Age,Mini,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag
0.01520,1.00e+08,0.0900000036,0.090,-2.755,3.4013,4.705,0,0.000,0.545,0.00,0.00,-1,3.31e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.658,20.133,17.860,15.912,14.080,11.816,9.559,9.052,8.702
0.01520,1.00e+08,0.0931723565,0.093,-2.730,3.4048,4.708,0,0.000,0.545,0.00,0.00,-1,3.44e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.594,19.916,17.692,15.762,13.958,11.718,9.502,8.996,8.649
0.01520,1.00e+08,0.1000000015,0.100,-2.675,3.4126,4.715,0,0.000,0.545,0.00,0.00,-1,3.73e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.457,19.440,17.325,15.436,13.691,11.507,9.379,8.875,8.533
0.01520,1.00e+08,0.1009420455,0.101,-2.668,3.4135,4.716,0,0.000,0.545,0.00,0.00,-1,3.77e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.441,19.386,17.283,15.398,13.660,11.483,9.364,8.861,8.520
0.01520,1.00e+08,0.1116045266,0.112,-2.593,3.4232,4.724,0,0.000,0.545,0.00,0.00,-1,4.22e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.254,18.807,16.821,14.982,13.315,11.212,9.199,8.696,8.361
0.01520,1.00e+08,0.1200000122,0.120,-2.538,3.4310,4.731,0,0.000,0.545,0.00,0.00,-1,4.58e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,11.116,18.399,16.477,14.664,13.051,11.007,9.078,8.574,8.246
0.01520,1.00e+08,0.1400000006,0.140,-2.432,3.4434,4.741,0,0.000,0.545,0.00,0.00,-1,5.36e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.849,18.042,15.986,14.135,12.579,10.621,8.841,8.320,8.014
0.01520,1.00e+08,0.1422024220,0.142,-2.421,3.4447,4.742,0,0.000,0.545,0.00,0.00,-1,5.44e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.822,17.990,15.932,14.081,12.533,10.584,8.818,8.295,7.991
0.01520,1.00e+08,0.1599999964,0.160,-2.338,3.4543,4.750,0,0.000,0.545,0.00,0.00,-1,6.16e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.616,17.490,15.494,13.668,12.185,10.315,8.637,8.110,7.813
0.01520,1.00e+08,0.2000000030,0.200,-2.186,3.4712,4.761,0,0.000,0.545,0.00,0.00,-1,7.72e-16,0.00,7.092e-01,2.755e-01,2.746e-03,7.408e-04,6.719e-03,-1.000,1.527e-02,10.234,16.528,14.698,12.939,11.570,9.845,8.302,7.770,7.481
