Zini,Age,Mini,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag
0.01520,2.50e+08,1.4000000954,1.401,0.589,3.8411,4.311,1,0.000,0.537,0.00,0.00,-1,1.23e-13,0.00,7.134e-01,2.715e-01,2.677e-03,7.311e-04,6.642e-03,-1.000,1.508e-02,3.297,3.586,3.644,3.282,3.053,2.851,2.624,2.446,2.432
0.01520,2.50e+08,1.4197441339,1.420,0.617,3.8452,4.306,1,0.000,0.537,0.00,0.00,-1,1.22e-13,0.00,7.135e-01,2.715e-01,2.676e-03,7.310e-04,6.641e-03,-1.000,1.508e-02,3.227,3.504,3.559,3.210,2.989,2.794,2.577,2.407,2.393
0.01520,2.50e+08,1.4500000477,1.451,0.659,3.8515,4.299,1,0.000,0.537,0.00,0.00,-1,1.2e-13,0.00,7.135e-01,2.714e-01,2.676e-03,7.309e-04,6.640e-03,-1.000,1.508e-02,3.123,3.382,3.432,3.102,2.893,2.709,2.506,2.348,2.335
0.01520,2.50e+08,1.5000000000,1.500,0.726,3.8637,4.295,1,0.000,0.537,0.00,0.00,-1,1.11e-13,0.00,7.136e-01,2.713e-01,2.675e-03,7.306e-04,6.638e-03,-1.000,1.511e-02,2.954,3.188,3.225,2.928,2.743,2.581,2.404,2.269,2.258
0.01520,2.50e+08,1.5195684433,1.520,0.752,3.8689,4.296,1,0.000,0.537,0.00,0.00,-1,1.04e-13,0.00,7.137e-01,2.712e-01,2.674e-03,7.305e-04,6.636e-03,-1.000,1.511e-02,2.890,3.115,3.146,2.863,2.688,2.535,2.369,2.244,2.233
0.01520,2.50e+08,1.5499999523,1.550,0.791,3.8769,4.297,1,0.000,0.537,0.00,0.00,-1,9.49e-14,0.00,7.138e-01,2.711e-01,2.674e-03,7.303e-04,6.635e-03,-1.000,1.509e-02,2.792,3.004,3.025,2.762,2.603,2.465,2.316,2.205,2.195
0.01520,2.50e+08,1.6000000238,1.600,0.853,3.8898,4.300,1,0.000,0.537,0.00,0.00,-1,7.16e-14,0.00,7.139e-01,2.710e-01,2.673e-03,7.301e-04,6.633e-03,-1.000,1.508e-02,2.637,2.833,2.837,2.606,2.472,2.358,2.235,2.145,2.137
0.01520,2.50e+08,1.6500000954,1.650,0.913,3.9019,4.302,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.140e-01,2.709e-01,2.672e-03,7.299e-04,6.631e-03,-1.000,1.506e-02,2.488,2.671,2.659,2.460,2.350,2.258,2.158,2.087,2.080
0.01520,2.50e+08,1.7000000477,1.700,0.970,3.9131,4.303,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.141e-01,2.708e-01,2.671e-03,7.297e-04,6.629e-03,-1.000,1.505e-02,2.345,2.519,2.494,2.325,2.237,2.163,2.083,2.029,2.022
0.01520,2.50e+08,1.7092705965,1.709,0.980,3.9151,4.303,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.142e-01,2.708e-01,2.671e-03,7.297e-04,6.629e-03,-1.000,1.505e-02,2.319,2.491,2.464,2.301,2.217,2.146,2.070,2.018,2.011
0.01520,2.50e+08,1.7500000000,1.749,1.025,3.9234,4.302,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.142e-01,2.708e-01,2.671e-03,7.295e-04,6.628e-03,-1.000,1.505e-02,2.208,2.373,2.340,2.199,2.130,2.073,2.011,1.970,1.963
0.01520,2.50e+08,1.7999999523,1.799,1.077,3.9328,4.299,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.143e-01,2.707e-01,2.670e-03,7.293e-04,6.626e-03,-1.000,1.507e-02,2.076,2.234,2.197,2.083,2.030,1.987,1.939,1.909,1.903
0.01520,2.50e+08,1.8324337006,1.832,1.111,3.9385,4.296,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.143e-01,2.706e-01,2.670e-03,7.293e-04,6.626e-03,-1.000,1.504e-02,1.993,2.146,2.113,2.012,1.968,1.932,1.894,1.869,1.864
0.01520,2.50e+08,1.8500000238,1.849,1.128,3.9416,4.295,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.144e-01,2.706e-01,2.670e-03,7.292e-04,6.625e-03,-1.000,1.503e-02,1.949,2.099,2.068,1.975,1.935,1.903,1.869,1.847,1.842
0.01520,2.50e+08,1.9000000954,1.900,1.178,3.9497,4.290,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.144e-01,2.706e-01,2.669e-03,7.292e-04,6.624e-03,-1.000,1.502e-02,1.825,1.969,1.945,1.871,1.843,1.821,1.799,1.784,1.780
0.01520,2.50e+08,1.9500001669,1.950,1.226,3.9574,4.283,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.144e-01,2.705e-01,2.669e-03,7.291e-04,6.624e-03,-1.000,1.505e-02,1.704,1.843,1.832,1.775,1.755,1.741,1.730,1.721,1.718
0.01520,2.50e+08,1.9848490953,1.985,1.259,3.9625,4.279,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.144e-01,2.705e-01,2.669e-03,7.290e-04,6.623e-03,-1.000,1.505e-02,1.622,1.757,1.756,1.709,1.695,1.686,1.681,1.676,1.675
0.01520,2.50e+08,2.0000000000,2.001,1.273,3.9646,4.276,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.144e-01,2.705e-01,2.669e-03,7.290e-04,6.623e-03,-1.000,1.506e-02,1.587,1.721,1.724,1.682,1.669,1.663,1.661,1.656,1.656
0.01520,2.50e+08,2.0499999523,2.050,1.320,3.9717,4.269,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.704e-01,2.669e-03,7.289e-04,6.622e-03,-1.000,1.506e-02,1.471,1.603,1.622,1.593,1.587,1.586,1.593,1.593,1.594
0.01520,2.50e+08,2.0999999046,2.100,1.365,3.9784,4.261,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.705e-01,2.669e-03,7.289e-04,6.622e-03,-1.000,1.504e-02,1.357,1.489,1.523,1.506,1.505,1.511,1.526,1.530,1.532
0.01520,2.50e+08,2.1135528088,2.113,1.377,3.9802,4.258,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.704e-01,2.668e-03,7.289e-04,6.622e-03,-1.000,1.504e-02,1.327,1.459,1.497,1.483,1.484,1.491,1.508,1.513,1.515
0.01520,2.50e+08,2.1500000954,2.149,1.410,3.9848,4.252,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.704e-01,2.668e-03,7.288e-04,6.622e-03,-1.000,1.506e-02,1.246,1.378,1.428,1.422,1.426,1.436,1.459,1.466,1.469
0.01520,2.50e+08,2.2000000477,2.199,1.454,3.9909,4.242,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.704e-01,2.668e-03,7.288e-04,6.621e-03,-1.000,1.507e-02,1.136,1.269,1.335,1.339,1.347,1.361,1.392,1.401,1.407
0.01520,2.50e+08,2.2500000000,2.249,1.497,3.9967,4.232,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.145e-01,2.704e-01,2.668e-03,7.288e-04,6.621e-03,-1.000,1.506e-02,1.028,1.163,1.246,1.258,1.270,1.288,1.325,1.337,1.344
0.01520,2.50e+08,2.2999999523,2.299,1.539,4.0024,4.222,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.146e-01,2.704e-01,2.668e-03,7.288e-04,6.621e-03,-1.000,1.505e-02,0.922,1.058,1.157,1.178,1.192,1.214,1.257,1.271,1.281
0.01520,2.50e+08,2.3341474533,2.334,1.568,4.0061,4.214,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.146e-01,2.704e-01,2.668e-03,7.287e-04,6.621e-03,-1.000,1.504e-02,0.850,0.988,1.097,1.124,1.140,1.164,1.211,1.227,1.237
0.01520,2.50e+08,2.4000000954,2.400,1.623,4.0129,4.199,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.146e-01,2.704e-01,2.668e-03,7.288e-04,6.621e-03,-1.000,1.505e-02,0.713,0.853,0.984,1.019,1.039,1.066,1.121,1.139,1.152
0.01520,2.50e+08,2.4274258614,2.427,1.645,4.0157,4.192,1,0.000,0.537,0.00,0.00,-1,0,0.00,7.139e-01,2.710e-01,2.673e-03,7.301e-04,6.632e-03,-1.000,1.508e-02,0.657,0.798,0.938,0.977,0.997,1.026,1.084,1.104,1.117
0.01520,2.50e+08,2.5300331116,2.530,1.728,4.0256,4.167,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.113e-01,2.735e-01,2.694e-03,7.356e-04,6.682e-03,-1.000,1.519e-02,0.449,0.596,0.768,0.818,0.843,0.876,0.945,0.968,0.984
0.01520,2.50e+08,2.5999999046,2.601,1.784,4.0318,4.148,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,0.310,0.460,0.652,0.710,0.737,0.773,0.849,0.874,0.892
0.01520,2.50e+08,2.6216371059,2.622,1.801,4.0336,4.142,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,0.267,0.418,0.617,0.676,0.704,0.741,0.819,0.844,0.862
0.01520,2.50e+08,2.7038035393,2.705,1.866,4.0396,4.115,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,0.105,0.261,0.480,0.546,0.575,0.615,0.699,0.725,0.746
0.01520,2.50e+08,2.7699909210,2.771,1.918,4.0439,4.091,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.024,0.133,0.367,0.438,0.468,0.509,0.598,0.626,0.648
0.01520,2.50e+08,2.8000001907,2.801,1.941,4.0457,4.079,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.083,0.075,0.315,0.388,0.418,0.460,0.551,0.579,0.602
0.01520,2.50e+08,2.8359370232,2.837,1.969,4.0477,4.064,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.153,0.006,0.254,0.328,0.359,0.402,0.495,0.524,0.547
0.01520,2.50e+08,2.8993837833,2.900,2.019,4.0507,4.037,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.276,-0.115,0.143,0.221,0.253,0.297,0.392,0.422,0.446
0.01520,2.50e+08,2.9575955868,2.959,2.064,4.0530,4.009,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.390,-0.228,0.039,0.119,0.151,0.197,0.294,0.325,0.349
0.01520,2.50e+08,3.0000000000,3.001,2.097,4.0540,3.986,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.473,-0.312,-0.041,0.041,0.073,0.119,0.218,0.249,0.273
0.01520,2.50e+08,3.0110073090,3.012,2.106,4.0542,3.980,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.494,-0.334,-0.061,0.021,0.053,0.099,0.198,0.229,0.254
0.01520,2.50e+08,3.0715718269,3.072,2.153,4.0546,3.943,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.612,-0.454,-0.178,-0.095,-0.063,-0.017,0.082,0.114,0.138
0.01520,2.50e+08,3.1312313080,3.132,2.199,4.0541,3.903,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.728,-0.575,-0.298,-0.214,-0.182,-0.137,-0.038,-0.007,0.018
0.01520,2.50e+08,3.1806983948,3.181,2.238,4.0526,3.865,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.826,-0.678,-0.403,-0.319,-0.288,-0.244,-0.146,-0.115,-0.090
0.01520,2.50e+08,3.2000000477,3.200,2.254,4.0516,3.848,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.864,-0.718,-0.446,-0.362,-0.331,-0.287,-0.190,-0.160,-0.136
0.01520,2.50e+08,3.2504198551,3.250,2.294,4.0481,3.801,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-0.964,-0.827,-0.563,-0.481,-0.451,-0.409,-0.315,-0.286,-0.262
0.01520,2.50e+08,3.3002369404,3.300,2.333,4.0431,3.748,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.063,-0.937,-0.685,-0.605,-0.577,-0.537,-0.448,-0.421,-0.398
0.01520,2.50e+08,3.3419117928,3.341,2.366,4.0371,3.696,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.146,-1.031,-0.796,-0.718,-0.691,-0.654,-0.572,-0.546,-0.525
0.01520,2.50e+08,3.3768033981,3.376,2.394,4.0305,3.646,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.216,-1.111,-0.895,-0.821,-0.796,-0.762,-0.687,-0.663,-0.643
0.01520,2.50e+08,3.4000000954,3.399,2.413,4.0255,3.610,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.262,-1.165,-0.964,-0.892,-0.869,-0.837,-0.767,-0.746,-0.727
0.01520,2.50e+08,3.4300696850,3.429,2.437,4.0182,3.561,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.322,-1.235,-1.056,-0.988,-0.967,-0.938,-0.877,-0.858,-0.840
0.01520,2.50e+08,3.4560925961,3.455,2.459,4.0106,3.512,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.377,-1.298,-1.142,-1.078,-1.060,-1.035,-0.982,-0.966,-0.951
0.01520,2.50e+08,3.4828810692,3.482,2.484,4.0036,3.462,1,0.000,0.538,0.00,0.00,-1,0,0.00,7.092e-01,2.755e-01,2.710e-03,7.399e-04,6.720e-03,-1.000,1.527e-02,-1.440,-1.369,-1.233,-1.175,-1.159,-1.138,-1.093,-1.080,-1.066
