15.53,SourceIntensityB,,SourceIntensityV,,Bmag,Vmag
,4169.39,,18289.3,,17.65242134,16.6757333
,1313.56,,5221.93,,18.90647785,18.03664839
,791.507,,2954.67,,19.45646574,18.65495355
,784.369,,2803.9,,19.46630159,18.71181971
,2652.06,,11442.2,,18.14364428,17.18495217
,2945.53,,10283.2,,18.02969401,17.3009053
,2948.39,,10273.8,,18.02864032,17.30189824
,688.365,,2534.3,,19.60805569,18.82158095
,1116.3,,3935.28,,19.08315033,18.34378691
,800.645,,2784.85,,19.44400265,18.71922149
,197.537,,848.041,,20.96348151,20.01018388
,843.042,,3163.57,,19.38797961,18.58078239
,297.658,,1180.87,,20.51830874,19.65072078
,2679.87,,10004.7,,18.13231832,17.33071583
,2309.19,,9672.15,,18.29395347,17.36741845
,2321.12,,9670.26,,18.28835866,17.36763063
,174.309,,628.842,,21.09930311,20.33487216
,1687.96,,6297.47,,18.63419726,17.83331074
,1284.07,,4740.05,,18.93113089,18.1417687
,1475.01,,5950.68,,18.78061523,17.89480952
,1420.62,,6393.3,,18.82140783,17.8169133
,739.809,,3041.22,,19.52980362,18.62360641
,614.55,,2540.4,,19.73120958,18.81897075
,747.566,,3043.15,,19.51847879,18.62291761
,109.007,,532.139,,21.60896667,20.51616329
,71.5637,,529.792,,22.06587067,20.52096252
,1465.59,,5391.33,,18.78757141,18.00198622
,1139.32,,4265.86,,19.06098834,18.25620951
,62504.4,,377546,,14.71282616,13.38880132
,123.008,,732.825,,21.47776925,20.16872532
,2761.41,,10804.1,,18.09977541,17.24725452
,1085.22,,3915.88,,19.11380817,18.34915257
,744.705,,2731.2,,19.52264197,18.74034225
,1599.19,,5667.31,,18.69285248,17.94778359
,147.624,,596.83,,21.27971022,20.3915994
,1927.96,,6265.51,,18.48985759,17.83883494
,1011.39,,3540.29,,19.190306,18.45862891
,492.511,,1801.78,,19.9715628,19.1919716
,767.281,,260.377,,19.49021653,21.29221946
,403.281,,1566.16,,20.18858324,19.34413569
,2760.42,,10793.9,,18.10016473,17.24828003
,737.464,,2404.77,,19.53325058,18.87854214
,62504.4,,377463,,14.71282616,13.38904004
,427.651,,1557.69,,20.12487891,19.35002343
,86.6882,,391.934,,21.85770268,20.84819366
,64496.3,,470639,,14.67876564,13.14950623
,5873.92,,27714.7,,17.28028257,16.22445055
,64483.2,,470162,,14.67898619,13.1506072
,813.298,,2930.68,,19.42697838,18.66380501
,1052.24,,3717.18,,19.14731562,18.40569203
,512.7,,1972.69,,19.92794435,19.0935789
,95.8892,,433.764,,21.7481784,20.73809225
,878.278,,3583.75,,19.34352263,18.44538174
,6302.01,,30679.4,,17.20390492,16.11410885
,510.703,,2230.28,,19.93218162,18.96032753
,511.053,,2232.25,,19.93143779,18.95936893
,1688.22,,7652.62,,18.63403004,17.62170064
,477.241,,1793.96,,20.00575827,19.19669412
,117.456,,562.53,,21.52791462,20.45586179
,94.5541,,480.824,,21.76340173,20.62626067
,1688.41,,7637.18,,18.63390785,17.62389344
,767.281,,2678.25,,19.49021653,18.76159822
,597.872,,2247.16,,19.7610821,18.95214102
,1656.93,,7390.97,,18.65434224,17.65947241
,1656.93,,7390.97,,18.65434224,17.65947241
,195.42,,906.589,,20.97518012,19.93769989
,963.704,,3538.4,,19.24274349,18.45920869
,683.597,,2504.66,,19.61560227,18.83435406
,639.557,,2355.2,,19.6879045,18.90115653
,5874.95,,1474.29,,17.2800922,19.40976871
,64483.2,,470166,,14.67898619,13.15059796
,2302.98,,9707.06,,18.29687722,17.36350672
,26768,,60994.5,,15.63356283,15.36799932
,535.285,,2054.04,,19.88113996,19.04970377
,828.924,,3067.06,,19.40631586,18.61442033
,34.2356,,270.655,,22.86640778,21.25018587
,34568.3,,83126,,15.35590759,15.0318838
,106.041,,621.307,,21.6389181,20.34796039
,343.036,,1321.03,,20.36425339,19.52894431
,1974.98,,7768.35,,18.46369589,17.60540405
,1989.59,,8501.73,,18.45569367,17.50745774
,2071.92,,6161.72,,18.41167018,17.85697111
,395.079,,1564.31,,20.21089278,19.34541895
,4227.03,,18745.2,,17.63751432,16.64900081
,94.1957,,423.188,,21.76752495,20.76489265
,6624.74,,31463,,17.14968055,16.08672568
,477.152,,1733.55,,20.00596077,19.23388508
,37992.6,,99217.6,,15.2533551,14.83975421
,4228.18,,18745.2,,17.63721897,16.64900081
,1549.74,,5955.27,,18.72695553,17.89397237
,441.834,,1620.19,,20.08945481,19.30731114
,31805.1,,70814.8,,15.44636073,15.20591593
,815.993,,3032.94,,19.42338656,18.62656646
,1252.41,,4501.15,,18.95823632,18.19791729
,1630,,6131.27,,18.67213363,17.8623499
,1638.97,,6131.27,,18.66617513,17.8623499
,478.685,,1838.06,,20.00247809,19.1703268
,31804.2,,70814.8,,15.44639145,15.20591593
,17593.3,,89518.6,,16.08923437,14.9514428
,996.433,,3480.77,,19.20648239,18.47703769
,295.708,,1063.45,,20.52544496,19.76443332
,2001.86,,7419.15,,18.44901839,17.65534063
,1981.63,,7407.19,,18.46004622,17.6570923
,883.187,,3328.09,,19.33747097,18.52573835
,2581.22,,9554.42,,18.17304009,17.38071519
,72.0314,,332.632,,22.058798,21.02631594
,1384.58,,6246.23,,18.84930751,17.84218108
,1981.88,,2130.53,,18.45990925,19.01000687
,222.109,,1040.28,,20.83618725,19.78835039
,137.452,,545.09,,21.35722498,20.49005547
,1407.63,,5253.83,,18.83138136,18.03003597
,1407.63,,5253.83,,18.83138136,18.03003597
,1487.64,,5750.64,,18.77135802,17.93193556
,221.331,,1039.79,,20.83999703,19.78886192
,441.834,,317.556,,20.08945481,21.0766752
,1980.93,,7419.15,,18.46042982,17.65534063
,1980.93,,7403.02,,18.46042982,17.6577037
,17593.3,,89507,,16.08923437,14.95158351
,37979.9,,99282.1,,15.2537181,14.83904862
,353.838,,1237.41,,20.33059146,19.59994195
,1406.72,,5264.9,,18.83208349,18.02775069
,976.268,,3781.52,,19.22868001,18.38706
,1346.38,,4664.92,,18.87968351,18.15911551
,37992.6,,7471.67,,15.2533551,17.6476818
,37992.6,,7468,,15.2533551,17.64821523
,976.268,,3780.33,,19.22868001,18.38740173
,428.907,,1710.75,,20.12169481,19.24825964
,611.706,,2355.7,,19.73624579,18.90092605
,803.181,,2901.72,,19.44056908,18.67458725
,1251.56,,4748.24,,18.95897345,18.13989435
,1242.99,,4748.24,,18.96643355,18.13989435
,311.381,,1321.35,,20.46937237,19.52868134
,621.076,,2151.14,,19.71974077,18.99955432
,200.97,,777.503,,20.94477456,20.10447082
,391.255,,1438.85,,20.22145289,19.43618721
,1337.04,,4864.43,,18.88724164,18.11364611
,867.832,,2928.65,,19.35651349,18.66455733
,999.193,,3572.01,,19.20347918,18.44894434
,1098.97,,4012.47,,19.10013805,18.32269651
,1105.92,,3901.39,,19.09329336,18.35317759
,1120.75,,4062.32,,19.07883077,18.30929068
,1120.75,,4056.68,,19.07883077,18.31079913
,1105.92,,3962.54,,19.09329336,18.33629186
,1105.89,,3962.54,,19.09332281,18.33629186
,1497.63,,5860.38,,18.76409131,17.91141156
,1496.79,,5860.38,,18.76470046,17.91141156
,1263.16,,4516.58,,18.94895673,18.19420174
,1544.15,,5527.58,,18.73087893,17.97488842
,3923.96,,18136.6,,17.71829121,16.68483632
,81468.8,,630647,,14.42512434,12.83176017
,164.531,,693.028,,21.1619833,20.22934905
,6105.61,,27038.4,,17.23827999,16.25127354
,1433.06,,5251.84,,18.81194171,18.03044729
,1163.85,,4127.5,,19.03786011,18.2920083
,1163.82,,4128.52,,19.0378881,18.29174003
,241.35,,953.71,,20.74598438,19.88268517
,70.2008,,346.447,,22.08674749,20.982134
,876.004,,3660.06,,19.34633742,18.4225055
,754.906,,2639.66,,19.50787045,18.77735603
,1264.64,,4516.58,,18.94768536,18.19420174
,6105.61,,27034.3,,17.23827999,16.25143819
,1873.88,,6318.77,,18.5207482,17.82964464
,173.587,,801.709,,21.10380965,20.07118411
,112.081,,669.024,,21.57877265,20.26762176
,398.415,,1826.94,,20.20176344,19.1769153
,398.098,,1826.94,,20.20262765,19.1769153
,613.76,,2706.31,,19.73260619,18.75028215
,3691.41,,15785.1,,17.78462193,16.83560766
,3691.41,,15966,,17.78462193,16.8232357
,3691.41,,15785.4,,17.78462193,16.83558703
,1309.99,,4950.37,,18.90943269,18.09463186
,178.374,,767.544,,21.07427376,20.11846781
,7576.23,,34504.7,,17.00396976,15.98653037
,49.0079,,290.95,,22.47693741,21.1716801
,49.0079,,290.95,,22.47693741,21.1716801
,1220.37,,4866.45,,18.98637383,18.11319534
,7576.65,,34504.7,,17.00390958,15.98653037
,193.823,,1130,,20.98408936,19.6985299
,7578.95,,34496.6,,17.00358004,15.98678528
,754.906,,436.655,,19.50787045,20.73087991
,1793.55,,7133.55,,18.56831892,17.69796173
,54.9799,,334.231,,22.35209278,21.02110919
,61.2086,,330.825,,22.23557153,21.03223021
,192.274,,745.073,,20.99280124,20.15072894
,3959.63,,18116.5,,17.70846613,16.68604026
,168.423,,743.097,,21.13659914,20.15361224
,1978.57,,6512.77,,18.46172409,17.79681165
,753.169,,2840.46,,19.51037155,18.69775431
,601.994,,2363.45,,19.75362223,18.89735996
,381.4,,1287.25,,20.24915092,19.55706876
,124.079,,465.134,,21.46835693,20.66228079
,56.7368,,417.994,,22.31794055,20.77830089
,9761.8,,55822.1,,16.72877788,15.46421058
,1793.55,,7133.55,,18.56831892,17.69796173
,1796.49,,4011.84,,18.56654063,18.322867
,151.811,,612.974,,21.24934454,20.36262087
,192.5,,747.823,,20.99152581,20.14672896
,1978.72,,6609.75,,18.46164178,17.78076342
,9102.27,,15583.8,,16.80472836,16.84954259
,9099.88,,44391.5,,16.80501348,15.71297646
,979.837,,3433.1,,19.22471805,18.49200987
,1963.84,,7277.8,,18.46983739,17.67622572
,1990.71,,7277.73,,18.45508265,17.67623616
,1437.97,,5646.04,,18.80822808,17.95186613
,332.998,,1223.62,,20.39649858,19.61210959
,472.421,,1848.19,,20.01677965,19.16435947
,9761.8,,55816.9,,16.72877788,15.46431173
,1325.42,,4721.91,,18.89671884,18.14593175
,1324.94,,4721.55,,18.89711211,18.14601453
,505.456,,2021.85,,19.94339425,19.06685368
,2404.26,,10584.9,,18.25014906,17.26950911
,265.232,,1083.76,,20.64353784,19.74389321
,9099.88,,44410.8,,16.80501348,15.71250452
,452.06,,1747.04,,20.06461244,19.22546889
,447.707,,1741.53,,20.07511793,19.22889861
,1222.76,,4157.77,,18.98424958,18.28407485
,4411.52,,19548.2,,17.59113201,16.60345907
,406.956,,1469.95,,20.178734,19.4129696
,904.932,,3154.83,,19.31106278,18.5837861
,1553.11,,6130.74,,18.7245971,17.86244376
,1529.2,,6044.57,,18.74144192,17.87781248
,1529.61,,6045.15,,18.74115086,17.8777083
,9102.27,,44402.2,,16.80472836,15.71271479
,9099.88,,44395.5,,16.80501348,15.71287863
,1337.51,,5527.62,,18.88686005,17.97488056
,1340.34,,5179.69,,18.88456519,18.04546659
,938.377,,3342.88,,19.27165925,18.52092404
,466.079,,1734.93,,20.0314538,19.23302112
,864.367,,3387,,19.3608572,18.50668802
,6562.49,,30513.4,,17.159931,16.1199995
,12022.5,,58389.7,,16.50261568,15.4153854
,313.96,,1284.86,,20.46041684,19.55908649
,430.7,,1744.49,,20.11716546,19.2270548
,1548.83,,6133.33,,18.72759326,17.86198518
,9761.8,,55822.1,,16.72877788,15.46421058
,1696.8,,6452,,18.628526,17.80699011
,1696.08,,6450.95,,18.62898681,17.80716682
,1452.44,,5477.57,,18.79735714,17.98475617
,1222.76,,4175.39,,18.98424958,18.27948339
,453.77,,1681.67,,20.06051319,19.26687407
,257.596,,1044.51,,20.67525485,19.7839445
,268.868,,1057.88,,20.62875485,19.77013499
,455.349,,1695.55,,20.05674167,19.25794951
,455.315,,1695.55,,20.05682275,19.25794951
,837.528,,2896.78,,19.3951043,18.67643722
,1897.53,,8537.4,,18.50713101,17.50291193
,125.202,,690.945,,21.45857447,20.23261731
,378.324,,1360.14,,20.25794291,19.49726698
,936.805,,3375.59,,19.27347964,18.51035178
,1404.08,,5314.95,,18.83412301,18.01747805
,32521.7,,72997.7,,15.42216954,15.17295307
,21942.9,,116512,,15.84936758,14.66529936
,82.9638,,424.795,,21.90538105,20.76077752
,83.1404,,423.336,,21.90307237,20.764513
,1262.33,,4741.66,,18.94967038,18.14139998
,23958.6,,109016,,15.75394905,14.7375004
,12020.7,,58402.7,,16.50277824,15.41514369
,21942.9,,116510,,15.84936758,14.665318
,765.721,,3435.8,,19.49242625,18.49115632
,423.649,,1588.8,,20.13508718,19.32855293
,1670.86,,6357.61,,18.64525249,17.8229913
,538.613,,2280.32,,19.87441056,18.93623652
,538.613,,2301.18,,19.87441056,18.92634953
,384.086,,1495.98,,20.24153145,19.39391154
,2351.21,,9933.85,,18.27437409,17.33843201
,2339.91,,9941.94,,18.27960476,17.33754816
,2351.21,,9941.94,,18.27437409,17.33754816
,258.912,,1217.82,,20.66972219,19.61726825
,1222.78,,1138.28,,18.98423182,19.69060325
,132.451,,589.839,,21.39746454,20.4043923
,68.3,,292.544,,22.11655088,21.16574802
,140.683,,647.314,,21.33199859,20.30343851
,1026.87,,3700.24,,19.17381398,18.41065127
,2054.39,,7894.85,,18.42089541,17.5878663
,2054.01,,7887.39,,18.42109626,17.58889272
,1404.08,,5307.18,,18.83412301,18.01906646
,697.671,,2412.32,,19.59347596,18.87513871
,2971.57,,15570.5,,18.02013773,16.85046961
,1262.33,,4367.78,,18.94967038,18.23057412
,912.877,,3439.99,,19.30157198,18.48983306
,1222.06,,4479.12,,18.98487132,18.20324426
,332.15,,1294.32,,20.399267,19.55112185
,405.722,,1403.55,,20.18203125,19.46315629
,3357.38,,17653,,17.88760139,16.71417971
,97.4899,,474.517,,21.73020358,20.64059657
,21943.8,,116510,,15.84932305,14.665318
,726.384,,2679.08,,19.54968697,18.7612618
,726.636,,2671.16,,19.54931036,18.76447625
,1336.87,,5055.27,,18.8873797,18.07186512
,659.6,,2591.13,,19.65440102,18.797503
,24487.4,,1076.35,,15.73024595,19.75134222
,424.542,,1740.25,,20.13280099,19.2296969
,1386.67,,499.903,,18.84766984,20.58401165
,1400.42,,5317.64,,18.83695688,18.01692868
,73992.8,,590245,,14.52962899,12.90364522
,1635.02,,7278.98,,18.66879497,17.67604969
,1002.71,,3612.81,,19.19966428,18.4366132
,587.216,,2123.96,,19.78060794,19.01336017
,39834.2,,249842,,15.20196239,13.83706239
,148.762,,625.975,,21.27137262,20.33983354
,656.029,,2332.36,,19.66029505,18.91173705
,654.617,,303.612,,19.66263444,21.12542868
,13885.7,,69950.9,,16.3461832,15.21924274
,13887.8,,69931,,16.34601901,15.21955166
,2168.43,,8432.71,,18.36223912,17.51630809
,73996.9,,590254,,14.52956883,12.90362866
,24487.4,,51846.4,,15.73024595,15.54442949
,592.977,,2386.24,,19.77000802,18.8869407
,592.977,,2386.24,,19.77000802,18.8869407
,863.007,,3262.84,,19.36256684,18.54723656
,531.333,,2349.5,,19.88918567,18.90378738
,390.448,,1484.4,,20.22369463,19.40234864
,478.851,,1940.71,,20.00210164,19.1113244
,257.241,,1026.16,,20.67675217,19.8031883
,164.846,,711.086,,21.15990661,20.20142069
,165.491,,705.579,,21.15566669,20.20986189
,2168.78,,8432.91,,18.36206389,17.51628234
,792.867,,3070.4,,19.45460178,18.61323861
,1052.76,,4046.22,,19.1467792,18.31360228
,122.437,,528.884,,21.48282094,20.52282494
,241.514,,994.501,,20.74524686,19.83721295
,2132.61,,9704.2,,18.38032404,17.36382666
,270.026,,1008.44,,20.62408868,19.82210085
,786.484,,2825.03,,19.46337791,18.70366835
,9325.21,,18383.9,,16.77845609,16.67013189
,2413.49,,9086.98,,18.24598888,17.43517708
,2426.46,,9086.08,,18.2401698,17.43528462
,750.783,,2641.4,,19.51381657,18.77664057
,582.176,,2076.08,,19.7899669,19.0381158
,833.004,,3705.7,,19.40098492,18.40905036
,391.928,,1516.99,,20.21958691,19.37876921
,833.004,,3704.66,,19.40098492,18.40935512
,1086.46,,3824.69,,19.11256829,18.37473541
,2990.36,,12140.6,,18.01329395,17.12062563
,3041.74,,12140.6,,17.99479742,17.12062563
,34815.2,,207888,,15.3481804,14.03665246
,73990,,590245,,14.52967007,12.90364522
,1280.29,,4494.87,,18.93433176,18.19943317
,111.493,,410.455,,21.58448364,20.79806213
,34794.3,,208005,,15.34883238,14.03604157
,34809.6,,208005,,15.34835506,14.03604157
,460.844,,1796.99,,20.0437178,19.19486186
,461.012,,1797.69,,20.04332207,19.194439
,27834.3,,64847.7,,15.59115188,15.30148956
,3240.17,,13389.1,,17.92618315,17.01434755
,1377.58,,6321.64,,18.85481057,17.82915161
,1006.46,,3846.88,,19.19561134,18.36845441
,2987.35,,12388.1,,18.01438737,17.09871425
,46.3944,,378.923,,22.53643873,20.88484859
,1259.68,,4518.49,,18.95195206,18.19374269
,695.379,,2719.11,,19.59704871,18.74515907
,1390.52,,5226.87,,18.84465954,18.03562176
,24.3355,,245.503,,23.23700196,21.356084
,97.5332,,508.587,,21.72972146,20.56531287
,396.531,,1551.81,,20.20690978,19.35412964
,45.7254,,339.856,,22.55220886,21.00298865
,1256.28,,4795.29,,18.95488653,18.12918882
,681.21,,2329.81,,19.6194001,18.91292475
,132.15,,595.187,,21.39993472,20.39459242
,1039.2,,4153.94,,19.1608548,18.28507546
,1036.2,,4154.93,,19.16399367,18.28481673
,1443.74,,6771.94,,18.80388017,17.75444325
,1443.74,,6767.9,,18.80388017,17.75509118
,2324.58,,10518.4,,18.2867414,17.2763518
,934.139,,3461.84,,19.27657388,18.48295853
,685.266,,2391.26,,19.61295468,18.88465901
,863.995,,3754.74,,19.36132457,18.39477633
,1599.99,,6117.51,,18.69230947,17.86478929
,1600.24,,6118.29,,18.69213984,17.86465086
,9074.05,,41019.2,,16.80809972,15.79875804
,133.54,,559.736,,21.38857421,20.46126791
,347.331,,1337.81,,20.35074377,19.51523991
,591.277,,2292.75,,19.77312518,18.93033425
,34809.6,,208005,,15.34835506,14.03604157
,7304.07,,33395,,17.04369032,16.02202239
,7304.07,,33365.6,,17.04369032,16.02297866
,1373.42,,5099.89,,18.85809422,18.06232399
,1373.68,,5099.89,,18.8578887,18.06232399
,114.539,,570.653,,21.55521917,20.44029575
,935.292,,3453.27,,19.27523459,18.48564967
,4157.85,,14282.3,,17.6554306,16.94423063
,4946.57,,22266.9,,17.46684224,16.46207661
,4946.57,,22266.9,,17.46684224,16.46207661
,9756.82,,48730,,16.72933191,15.61173498
,3764.28,,17519.2,,17.76339784,16.72244033
,2252.6,,8905.04,,18.32089244,17.45713632
,203,,789.011,,20.93386255,20.08851836
,167.262,,741.438,,21.14410943,20.15603891
,685.275,,2436.24,,19.61294042,18.86442583
,7304.07,,8901.13,,17.04369032,17.45761315
,7304.73,,33306.9,,17.04359222,16.02489048
,9756.82,,48834.1,,16.72933191,15.60941804
,777.487,,2871.73,,19.4758698,18.685867
,6418.02,,30127.7,,17.18409998,16.13381106
,214.839,,864.658,,20.87231984,19.9891151
,66.5909,,302.684,,22.14406543,21.12875235
,391.034,,1428.76,,20.22206634,19.4438278
,619.613,,2279.4,,19.72230134,18.93667465
,777.487,,2872.41,,19.4758698,18.68560993
,619.613,,2279.4,,19.72230134,18.93667465
,432.407,,1421.39,,20.11287085,19.44944287
,2324.63,,10516.7,,18.28671805,17.27652729
,3761.58,,3827.81,,17.76417688,18.37385008
,9074.05,,41019.2,,16.80809972,15.79875804
,3764.28,,17514.9,,17.76339784,16.72270685
,470.716,,1804.46,,20.02070524,19.19035786
,4764.18,,8958.28,,17.50763224,17.45066443
,62.9378,,441.199,,22.20532375,20.71963971
,1230.31,,4563.92,,18.97756626,18.18288095
,823.655,,3183.69,,19.41323929,18.57389907
,823.779,,3183.03,,19.41307585,18.57412418
,61.8862,,439.546,,22.2236181,20.72371518
,4760.65,,8959.59,,17.50843701,17.45050567
,414.174,,1424.52,,20.15964556,19.44705463
,479.188,,2028.33,,20.00133781,19.06337947
,1011.31,,4063.25,,19.19039189,18.30904215
,419.466,,1481.57,,20.14586073,19.40442057
,1735.78,,882.452,,18.60386594,19.96699828
,1735.98,,6243.02,,18.60374085,17.84273919
,70.6091,,320.462,,22.08045095,21.06678466
,1394.03,,5554.7,,18.84192234,17.96957449
,1394.03,,5530.08,,18.84192234,17.97439747
,344.018,,1803.01,,20.36114972,19.19123067
,175.741,,661.189,,21.09041991,20.28041196
,108.124,,518.224,,21.61779738,20.5449322
,479.188,,2029.68,,20.00133781,19.06265708
,604.503,,2144.45,,19.74910649,19.0029362
,1413.62,,5357.52,,18.82677094,18.00881651
,1413.62,,5357.52,,18.82677094,18.00881651
,1404.57,,5316,,18.83374417,18.01726358
,126.763,,578.557,,21.44512137,20.42536063
,352.57,,1202.37,,20.33448925,19.63113068
,390.444,,1436.28,,20.22370576,19.43812823
,176.594,,810.807,,21.08516278,20.05893228
,42.0799,,286.972,,22.64241589,21.1866272
,823.655,,3183.91,,19.41323929,18.57382405
,1514.68,,6204.79,,18.75180041,17.84940829
,1514.68,,6204.79,,18.75180041,17.84940829
,23776.7,,52403.2,,15.7622237,15.53283149
,2736.04,,12016.8,,18.10979654,17.13175393
,649.803,,2706.7,,19.67064836,18.7501257
,650.64,,2698.04,,19.66925074,18.75360505
,3098.78,,13625.2,,17.97462578,16.99536879
,857.012,,3009.81,,19.37013538,18.63487831
,1735.98,,6243.87,,18.60374085,17.84259138
,263.86,,939.347,,20.64916875,19.89916088
,96.1108,,443.249,,21.74567216,20.7146066
,992.42,,3689.95,,19.21086387,18.4136748
,520.576,,2137.63,,19.91139229,19.00639467
,513.007,,2243.72,,19.92729441,18.95380436
,108.272,,491.56,,21.61631224,20.60228467
,118.992,,452.52,,21.51380823,20.69213156
,166.618,,811.784,,21.14829785,20.05762479
,148.676,,635.948,,21.27200047,20.32267199
,857.259,,3192.16,,19.36982251,18.57101438
,512.095,,2237.22,,19.9292263,18.95695428
,586.24,,2167.46,,19.78241402,18.99134828
,1168.92,,4172.88,,19.03314067,18.28013627
,168.395,,656.754,,21.13677966,20.28771919
,891.9,,4559.69,,19.32681223,18.18388771
,145.773,,643.114,,21.29340991,20.3105061
,1212.66,,4691.3,,18.99325501,18.15299299
,2567.44,,11021.3,,18.17885188,17.22564395
,8418.32,,39216.5,,16.88953907,15.84755393
,5160.78,,23694.7,,17.42081428,16.39459797
,5160.78,,23694.8,,17.42081428,16.39459339
,5160.78,,23695.2,,17.42081428,16.39457506
,1647.78,,6184.47,,18.66035457,17.85296979
,1647.78,,6184.63,,18.66035457,17.8529417
,930.155,,3269.46,,19.28121433,18.54503594
,21603,,117108,,15.86631748,14.6597596
,1151,,4076.16,,19.04991433,18.30559795
,1149.9,,4076.16,,19.05095246,18.30559795
,1358.97,,5214.51,,18.86957797,18.03819225
,1361.13,,5218.8,,18.86785363,18.03729937
,502.636,,1813.15,,19.94946866,19.18514167
,15635.8,,79671.7,,16.21730237,15.0779658
,586.498,,2167.22,,19.7819363,18.99146851
,719.146,,2666.07,,19.56055997,18.76654714
,718.903,,2686.75,,19.5609269,18.75815786
,966.468,,3602.23,,19.23963394,18.43979741
,2780.38,,13140.4,,18.09234225,17.03470454
,1867.18,,6783.24,,18.52463717,17.75263305
,302.234,,1288.66,,20.50174434,19.55588014
,706.553,,2477.19,,19.57974078,18.84632771
,171.414,,823.075,,21.11748692,20.04262748
,95.7006,,380.983,,21.75031599,20.87896201
,1857.9,,6770.83,,18.5300468,17.75462123
,1867.18,,6783.24,,18.52463717,17.75263305
,1310.03,,5145.9,,18.90939954,18.05257265
,574.962,,2578.45,,19.80350478,18.80282922
,498.212,,1884.79,,19.95906718,19.14306859
,663.58,,2336.56,,19.64786942,18.90978366
,502.592,,1817.45,,19.94956371,19.18256983
,213.532,,807.449,,20.87894522,20.06343826
,15635.8,,9792.53,,16.21730237,17.35398873
,574.962,,2565.47,,19.80350478,18.80830866
,1135.99,,4142.51,,19.06416637,18.28806709
,965.108,,3409.98,,19.24116285,18.49934643
,91.6002,,396.291,,21.79786159,20.83619048
,386.203,,1475.29,,20.23556353,19.40903251
,663.58,,2351.89,,19.64786942,18.90268349
,2505.91,,10889,,18.20518897,17.23875601
,2503.85,,10889.9,,18.20608187,17.23866628
,146.074,,562.434,,21.29117034,20.45604709
,289.228,,1003.58,,20.5495018,19.82734601
,21607.7,,117108,,15.86608129,14.6597596
,439.37,,1707.55,,20.09552664,19.25029243
,439.37,,1707.62,,20.09552664,19.25024793
,35672.5,,85884.5,,15.32176877,14.99643903
,20.8325,,2331.15,,23.40574916,18.91230046
,23434.6,,125251,,15.77795878,14.586773
,1618.92,,5271.35,,18.67953917,18.02642138
,35672.5,,85884.5,,15.32176877,14.99643903
,341.301,,1339.8,,20.36975874,19.51362607
,2054.63,,7494.16,,18.42076858,17.64441861
,900.214,,3484.33,,19.31673823,18.47592781
,341.074,,1339.94,,20.3704811,19.51351263
,1835.33,,6888.05,,18.54331723,17.73598528
,1833.67,,6879.44,,18.54429969,17.73734329
,794.607,,2808.9,,19.45222167,18.70988531
,108.303,,537.353,,21.61600142,20.50557681
,210.054,,735.317,,20.89677525,20.16503949
,2054.63,,7495.37,,18.42076858,17.64424332
,1228.36,,4529.21,,18.97928848,18.19116986
,440.59,,1881,,20.09251605,19.14525402
,29.1112,,231.049,,23.04245237,21.42196578
,1614.1,,7252.14,,18.68277655,17.68006056
,658.18,,2618.51,,19.65674094,18.78609042
,786.012,,2808.9,,19.4640297,18.70988531
,1185.58,,4334.15,,19.01777548,18.23896616
,174.883,,709.39,,21.09573365,20.20401335
,1692.09,,7384.59,,18.63154399,17.66041004
,1684.9,,7383.76,,18.63616732,17.66053208
,815.856,,3083.53,,19.42356886,18.60860556
,2505.91,,10889.7,,18.20518897,17.23868622
,250.245,,977.664,,20.70668912,19.85575195
,668.857,,2682.99,,19.63926945,18.75967837
,1128.8,,4225.28,,19.07106014,18.26658727
,802.377,,2870.62,,19.44165646,18.68628674
,988.598,,3589.82,,19.21505332,18.44354433
,991.171,,3586.94,,19.21223117,18.44441573
,991.171,,3586.94,,19.21223117,18.44441573
,1235.6,,4665.33,,18.97290789,18.15902009
,1102.74,,4392.52,,19.09641982,18.22444164
,798.492,,3258.7,,19.44692622,18.54861506
,798.492,,3258.7,,19.44692622,18.54861506
,92.7391,,369.015,,21.78444545,20.91361596
,58.5831,,372.21,,22.28317177,20.90425592
,342.365,,1304.28,,20.36637924,19.54279892
,815.952,,3097.78,,19.42344111,18.60359958
,813.998,,3097.78,,19.4260443,18.60359958
,513.007,,1953.19,,19.92729441,19.10436478
,559.947,,2121.87,,19.83223534,19.01442908
,954.24,,3893.8,,19.2534586,18.35529191
,954.24,,3923.52,,19.2534586,18.34703633
,973.877,,3957.59,,19.23134237,18.33764901
,37.463,,327.771,,22.76859626,21.04229969
,1845.81,,6538.24,,18.53713515,17.79257386
,1343.89,,4778.7,,18.88169334,18.13295159
,1347.68,,4776.63,,18.87863568,18.133422
,194.559,,884.76,,20.97997433,19.96416231
,150.708,,704.005,,21.25726187,20.21228665
,517.46,,2142.09,,19.91791068,19.00413172
,517.46,,2142.09,,19.91791068,19.00413172
,422.098,,1681.52,,20.1390694,19.26697092
,990.535,,3701.09,,19.21292808,18.41040189
,64.1865,,316.081,,22.1839934,21.08173003
,763.236,,2950.76,,19.49595552,18.65639129
,784.113,,3314.38,,19.46665601,18.53022026
,872.093,,3549.6,,19.35119564,18.45577747
,873.906,,3554.36,,19.34894084,18.45432248
,609.801,,2486.33,,19.73963231,18.84232908
,1014.12,,3578.91,,19.18737927,18.44684907
,88.178,,371.803,,21.83920203,20.90544378
,388.741,,1373.33,,20.22845177,19.48678874
,1109.61,,4392.4,,19.08967674,18.2244713
